car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
SUV,Vortex R7,Fusion-B,1250,1.5,333,199,222,230.1,FusionCore,8.4,1.6,70.2,42.1,21.1,7.0,3,7.707,0.902,1,0.041,3,1,84.3,148,19,CASE-9173-N,4025-02-21,Axel Orov,commute,automated,auto,Zenthar Relay,Orryx Haven,DeepSkyBlue,Power levels nominal. Adjusting trajectory.,CXS-1151-HF
SUV,Vortex R7,Ion-A,1250,1.5,322,178,185,156.9,IonGel,5.2,1.1,79.6,47.8,23.9,8.0,0,7.647,0.728,2,0.579,1,4,77.1,207,218,CASE-6755-A,4025-04-26,Commander Yulo,commute,automated,auto,Thalos Crossing,Vega Spire,Fuchsia,Re-routing due to unstable path.,CXS-9442-XK
SUV,Vortex R7,Fusion-B,1250,1.5,261,165,124,137.0,PlasmaCell,6.7,1.3,45.6,27.4,13.7,4.6,7,9.476,0.728,4,0.242,3,2,14.4,351,257,CASE-4065-I,4025-07-08,Dr. Calix Renner,commute,automated,auto,Helion Hub,Vega Spire,DimGray,Re-routing due to unstable path.,CXS-6095-ZW
Micro,Nimbus X1,Ion-A,700,0.8,127,120,194,222.9,FusionCore,8.4,1.6,48.8,29.3,14.6,4.9,4,5.93,0.586,1,0.684,0,4,40.2,185,39,CASE-6267-B,4025-12-20,Marshal Keir,commute,automated,auto,Orryx Haven,Zenthar Relay,SeaShell,Clear path confirmed. Continuing cruise.,CXS-2838-HG
Sedan,Stratos M2,Fusion-B,950,1.2,250,132,246,207.3,IonGel,5.2,1.1,46.6,28.0,14.0,4.7,7,1.467,0.472,3,0.821,3,2,73.5,111,296,CASE-5728-J,4025-08-03,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Lunaris Port,Khaki,Minor vibration detected. Monitoring systems.,CXS-2196-HA
Sedan,Stratos M2,Plasma-A,950,1.2,234,122,116,208.2,PlasmaCell,6.7,1.3,42.4,25.4,12.7,4.2,2,9.886,0.494,2,0.913,0,5,86.8,276,68,CASE-3164-M,4025-07-06,Dr. Calix Renner,commute,automated,auto,Vega Spire,Zenthar Relay,MediumPurple,Re-routing due to unstable path.,CXS-6697-IC
Sedan,Stratos M2,Fusion-B,950,1.2,202,134,235,125.5,FusionCore,8.4,1.6,79.1,47.5,23.7,7.9,7,4.338,0.499,1,0.713,5,3,55.3,8,123,CASE-5753-U,4025-08-22,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Thalos Crossing,Teal,Re-routing due to unstable path.,CXS-4376-MV
Sedan,Stratos M2,Plasma-A,950,1.2,192,138,214,219.6,IonGel,5.2,1.1,68.1,40.9,20.4,6.8,7,8.537,0.543,5,0.589,2,1,27.2,73,338,CASE-5425-A,4025-08-08,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Orryx Haven,DarkOrange,Clear path confirmed. Continuing cruise.,CXS-9540-IF
Sedan,Stratos M2,Plasma-A,950,1.2,232,119,115,211.3,FusionCore,8.4,1.6,63.7,38.2,19.1,6.4,5,7.161,0.388,0,0.18,1,1,27.1,73,237,CASE-4349-B,4025-08-02,Zara Strix,commute,automated,auto,Orryx Haven,Cerebra Ring,DarkMagenta,Minor vibration detected. Monitoring systems.,CXS-1944-TN
Micro,Nimbus X1,Fusion-B,700,0.8,146,106,235,126.8,PlasmaCell,6.7,1.3,49.7,29.8,14.9,5.0,8,2.672,0.714,0,0.77,4,1,43.1,170,155,CASE-5139-N,4025-06-03,Elia Vorn,commute,automated,auto,Cryon Reach,Orryx Haven,Teal,Clear path confirmed. Continuing cruise.,CXS-1251-DM
Sedan,Stratos M2,Plasma-A,950,1.2,204,147,291,299.9,IonGel,5.2,1.1,59.2,35.5,17.8,5.9,5,4.439,0.414,4,0.479,5,3,68.5,163,104,CASE-3114-I,4025-04-18,Tamsin Ryx,commute,automated,auto,Cryon Reach,Cerebra Ring,Brown,Clear path confirmed. Continuing cruise.,CXS-7073-WN
SUV,Vortex R7,Ion-A,1250,1.5,302,142,156,248.3,PlasmaCell,6.7,1.3,40.6,24.4,12.2,4.1,6,3.22,0.941,3,0.64,1,5,71.5,86,71,CASE-8518-Z,4025-06-08,Marshal Keir,commute,automated,auto,Cerebra Ring,Orryx Haven,WhiteSmoke,Fuel low. Navigating around debris.,CXS-9954-VX
SUV,Vortex R7,Plasma-A,1250,1.5,273,198,264,291.4,PlasmaCell,6.7,1.3,61.0,36.6,18.3,6.1,2,2.32,0.497,5,0.619,3,0,0.6,282,210,CASE-3228-L,4025-07-05,Dr. Calix Renner,commute,automated,auto,Vega Spire,Thalos Crossing,Plum,Power levels nominal. Adjusting trajectory.,CXS-1194-CV
Sedan,Stratos M2,Fusion-B,950,1.2,247,146,237,295.5,FusionCore,8.4,1.6,40.7,24.4,12.2,4.1,1,6.482,0.427,0,0.412,5,1,27.0,41,334,CASE-5143-V,4025-02-17,Marshal Keir,commute,automated,auto,Cerebra Ring,Thalos Crossing,DarkRed,Power levels nominal. Adjusting trajectory.,CXS-1519-XJ
Sedan,Stratos M2,Plasma-A,950,1.2,231,124,241,195.2,FusionCore,8.4,1.6,65.5,39.3,19.6,6.6,5,8.508,0.564,1,0.693,2,0,83.2,350,143,CASE-5067-V,4025-11-26,Commander Yulo,commute,automated,auto,Orryx Haven,Lunaris Port,PaleTurquoise,Clear path confirmed. Continuing cruise.,CXS-9897-KM
Micro,Nimbus X1,Plasma-A,700,0.8,162,82,180,103.1,IonGel,5.2,1.1,48.3,29.0,14.5,4.8,3,8.732,0.586,4,1.003,4,5,87.7,27,50,CASE-4844-R,4025-05-06,Zara Strix,commute,automated,auto,Orryx Haven,Thalos Crossing,DarkSalmon,Power levels nominal. Adjusting trajectory.,CXS-8161-GN
Sedan,Stratos M2,Plasma-A,950,1.2,189,121,296,222.8,PlasmaCell,6.7,1.3,63.8,38.3,19.1,6.4,5,4.297,0.625,3,0.244,2,1,34.2,324,78,CASE-6211-V,4025-08-08,Axel Orov,commute,automated,auto,Helion Hub,Lunaris Port,ForestGreen,Clear path confirmed. Continuing cruise.,CXS-7383-TS
SUV,Vortex R7,Fusion-B,1250,1.5,296,146,101,288.6,IonGel,5.2,1.1,57.8,34.7,17.3,5.8,7,5.476,0.181,4,0.318,2,3,34.9,43,286,CASE-6653-R,4025-03-14,Marshal Keir,commute,automated,auto,Zenthar Relay,Lunaris Port,AliceBlue,Power levels nominal. Adjusting trajectory.,CXS-4977-JJ
Micro,Nimbus X1,Ion-A,700,0.8,153,90,197,133.9,PlasmaCell,6.7,1.3,50.8,30.5,15.2,5.1,3,5.224,0.325,4,0.618,1,2,0.6,202,170,CASE-7043-Z,4025-03-14,Marshal Keir,commute,automated,auto,Zenthar Relay,Cryon Reach,MediumBlue,Power levels nominal. Adjusting trajectory.,CXS-7224-OO
SUV,Vortex R7,Fusion-B,1250,1.5,306,161,266,294.8,FusionCore,8.4,1.6,45.4,27.2,13.6,4.5,6,3.662,0.542,0,0.285,2,0,83.9,102,303,CASE-3501-Q,4025-06-06,Tamsin Ryx,commute,automated,auto,Helion Hub,Zenthar Relay,Sienna,Clear path confirmed. Continuing cruise.,CXS-9939-ZZ
Sedan,Stratos M2,Plasma-A,950,1.2,250,101,218,288.6,PlasmaCell,6.7,1.3,48.4,29.0,14.5,4.8,2,3.21,0.753,0,0.603,4,4,83.1,354,214,CASE-2780-V,4025-11-16,Elia Vorn,commute,automated,auto,Zenthar Relay,Thalos Crossing,DarkBlue,Clear path confirmed. Continuing cruise.,CXS-9907-JQ
Sedan,Stratos M2,Plasma-A,950,1.2,226,144,252,227.6,PlasmaCell,6.7,1.3,43.4,26.0,13.0,4.3,0,6.87,0.96,2,0.098,5,4,50.2,352,294,CASE-5491-C,4025-11-20,Captain Kael,commute,automated,auto,Cryon Reach,Cerebra Ring,LavenderBlush,Fuel low. Navigating around debris.,CXS-4621-VJ
SUV,Vortex R7,Ion-A,1250,1.5,297,165,297,235.9,FusionCore,8.4,1.6,67.6,40.6,20.3,6.8,6,1.805,0.753,1,0.21,3,0,39.4,356,231,CASE-3262-E,4025-02-10,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Cryon Reach,Bisque,Clear path confirmed. Continuing cruise.,CXS-6225-BH
Sedan,Stratos M2,Fusion-B,950,1.2,218,102,129,104.5,PlasmaCell,6.7,1.3,53.7,32.2,16.1,5.4,7,6.206,0.308,0,0.656,5,4,79.5,230,303,CASE-1193-O,4025-09-06,Marshal Keir,commute,automated,auto,Vega Spire,Cerebra Ring,PapayaWhip,Fuel low. Navigating around debris.,CXS-8037-US
SUV,Vortex R7,Ion-A,1250,1.5,250,185,152,155.7,IonGel,5.2,1.1,68.2,40.9,20.5,6.8,4,2.051,0.555,2,0.613,2,2,76.1,316,88,CASE-6291-P,4025-03-12,Elia Vorn,commute,automated,auto,Vega Spire,Helion Hub,PaleGoldenRod,Minor vibration detected. Monitoring systems.,CXS-5873-HE
Micro,Nimbus X1,Plasma-A,700,0.8,157,85,134,162.6,PlasmaCell,6.7,1.3,49.5,29.7,14.8,5.0,6,6.142,0.541,5,0.167,2,1,16.8,230,317,CASE-90-Y,4025-09-13,Captain Kael,commute,automated,auto,Vega Spire,Orryx Haven,DarkMagenta,Fuel low. Navigating around debris.,CXS-1878-YN
SUV,Vortex R7,Ion-A,1250,1.5,251,171,149,263.0,IonGel,5.2,1.1,78.6,47.2,23.6,7.9,6,1.691,0.77,1,0.295,4,5,69.5,253,281,CASE-2881-Z,4025-12-27,Commander Yulo,commute,automated,auto,Thalos Crossing,Cryon Reach,Tomato,Clear path confirmed. Continuing cruise.,CXS-9369-OB
Sedan,Stratos M2,Plasma-A,950,1.2,253,107,298,208.6,FusionCore,8.4,1.6,79.6,47.8,23.9,8.0,1,6.776,0.865,1,0.817,0,1,18.9,301,352,CASE-4082-D,4025-04-14,Commander Yulo,commute,automated,auto,Lunaris Port,Thalos Crossing,SaddleBrown,Minor vibration detected. Monitoring systems.,CXS-6744-EZ
Micro,Nimbus X1,Fusion-B,700,0.8,159,120,142,223.2,FusionCore,8.4,1.6,71.4,42.8,21.4,7.1,4,2.592,0.362,4,0.663,3,0,89.3,335,64,CASE-8702-R,4025-06-18,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Thalos Crossing,MediumAquaMarine,Minor vibration detected. Monitoring systems.,CXS-3174-YO
Sedan,Stratos M2,Plasma-A,950,1.2,198,145,163,252.3,FusionCore,8.4,1.6,67.0,40.2,20.1,6.7,1,8.702,0.553,1,0.492,5,0,65.8,234,325,CASE-8270-N,4025-07-15,Axel Orov,commute,automated,auto,Thalos Crossing,Vega Spire,RosyBrown,Clear path confirmed. Continuing cruise.,CXS-6869-FX
Sedan,Stratos M2,Fusion-B,950,1.2,248,125,209,265.0,IonGel,5.2,1.1,59.8,35.9,17.9,6.0,2,5.32,0.691,0,0.816,1,3,41.1,219,103,CASE-7373-I,4025-09-19,Axel Orov,commute,automated,auto,Helion Hub,Thalos Crossing,LightBlue,Re-routing due to unstable path.,CXS-3161-UI
Micro,Nimbus X1,Plasma-A,700,0.8,139,90,123,230.9,FusionCore,8.4,1.6,50.0,30.0,15.0,5.0,4,7.767,0.176,0,0.128,5,3,0.8,356,175,CASE-7939-U,4025-07-21,Marshal Keir,commute,automated,auto,Helion Hub,Cerebra Ring,LawnGreen,Power levels nominal. Adjusting trajectory.,CXS-2975-IO
SUV,Vortex R7,Ion-A,1250,1.5,338,148,118,145.8,FusionCore,8.4,1.6,43.6,26.2,13.1,4.4,6,7.609,0.969,4,0.598,2,5,19.2,77,210,CASE-4681-H,4025-05-05,Captain Kael,commute,automated,auto,Vega Spire,Lunaris Port,LightPink,Re-routing due to unstable path.,CXS-8248-KK
Sedan,Stratos M2,Plasma-A,950,1.2,191,106,292,124.6,IonGel,5.2,1.1,69.2,41.5,20.8,6.9,0,6.495,0.37,0,0.652,4,4,45.9,200,151,CASE-1320-E,4025-04-09,Captain Kael,commute,automated,auto,Helion Hub,Cryon Reach,DeepPink,Fuel low. Navigating around debris.,CXS-1894-HM
Sedan,Stratos M2,Plasma-A,950,1.2,243,124,161,199.9,IonGel,5.2,1.1,63.8,38.3,19.1,6.4,5,7.263,0.976,0,0.01,0,3,45.6,321,256,CASE-2503-W,4025-07-28,Captain Kael,commute,automated,auto,Lunaris Port,Cryon Reach,HotPink,Fuel low. Navigating around debris.,CXS-7806-CN
SUV,Vortex R7,Fusion-B,1250,1.5,339,165,263,207.3,IonGel,5.2,1.1,64.6,38.8,19.4,6.5,2,4.556,0.859,0,0.452,1,0,22.0,222,59,CASE-5421-R,4025-09-07,Axel Orov,commute,automated,auto,Zenthar Relay,Lunaris Port,SeaGreen,Power levels nominal. Adjusting trajectory.,CXS-8428-NB
Micro,Nimbus X1,Ion-A,700,0.8,158,83,270,248.3,FusionCore,8.4,1.6,69.6,41.8,20.9,7.0,5,8.157,0.244,2,0.123,2,3,24.5,32,134,CASE-6883-M,4025-03-16,Marshal Keir,commute,automated,auto,Vega Spire,Lunaris Port,Beige,Power levels nominal. Adjusting trajectory.,CXS-2262-YS
SUV,Vortex R7,Fusion-B,1250,1.5,308,172,114,199.9,FusionCore,8.4,1.6,62.7,37.6,18.8,6.3,0,5.427,0.867,2,0.902,0,4,72.3,335,214,CASE-7814-A,4025-10-22,Axel Orov,commute,automated,auto,Helion Hub,Vega Spire,MidnightBlue,Power levels nominal. Adjusting trajectory.,CXS-4678-JY
SUV,Vortex R7,Fusion-B,1250,1.5,281,166,181,154.3,PlasmaCell,6.7,1.3,43.1,25.9,12.9,4.3,8,9.342,0.513,1,0.534,1,2,50.7,155,318,CASE-6865-R,4025-04-26,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,YellowGreen,Fuel low. Navigating around debris.,CXS-4974-ZT
SUV,Vortex R7,Ion-A,1250,1.5,297,177,297,255.2,FusionCore,8.4,1.6,69.3,41.6,20.8,6.9,7,8.754,0.931,4,0.731,1,4,88.5,214,251,CASE-7999-H,4025-01-08,Dr. Calix Renner,commute,automated,auto,Cryon Reach,Vega Spire,LightPink,Clear path confirmed. Continuing cruise.,CXS-1981-NP
Sedan,Stratos M2,Ion-A,950,1.2,215,105,159,279.5,IonGel,5.2,1.1,60.8,36.5,18.2,6.1,2,4.575,0.162,0,0.257,3,5,74.9,167,162,CASE-6371-K,4025-02-17,Elia Vorn,commute,automated,auto,Helion Hub,Cryon Reach,PaleGreen,Minor vibration detected. Monitoring systems.,CXS-8417-XF
SUV,Vortex R7,Fusion-B,1250,1.5,279,144,134,256.0,IonGel,5.2,1.1,63.4,38.0,19.0,6.3,5,4.288,0.509,0,0.8,5,5,54.3,110,167,CASE-2091-T,4025-08-11,Marshal Keir,commute,automated,auto,Orryx Haven,Lunaris Port,White,Clear path confirmed. Continuing cruise.,CXS-3430-AM
Sedan,Stratos M2,Plasma-A,950,1.2,211,122,231,109.8,FusionCore,8.4,1.6,52.0,31.2,15.6,5.2,7,5.254,0.223,0,0.814,5,5,7.6,300,132,CASE-9246-V,4025-09-24,Zara Strix,commute,automated,auto,Orryx Haven,Lunaris Port,Bisque,Clear path confirmed. Continuing cruise.,CXS-2228-CU
Sedan,Stratos M2,Fusion-B,950,1.2,188,112,213,261.9,PlasmaCell,6.7,1.3,43.7,26.2,13.1,4.4,6,4.422,0.696,1,0.269,1,0,55.3,315,125,CASE-2223-O,4025-01-06,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,Gainsboro,Clear path confirmed. Continuing cruise.,CXS-5835-BI
SUV,Vortex R7,Fusion-B,1250,1.5,302,196,222,112.2,PlasmaCell,6.7,1.3,51.2,30.7,15.4,5.1,8,10.067,0.421,2,0.564,2,1,2.3,305,112,CASE-5363-G,4025-04-21,Tamsin Ryx,commute,automated,auto,Orryx Haven,Zenthar Relay,SaddleBrown,Minor vibration detected. Monitoring systems.,CXS-1480-KK
SUV,Vortex R7,Fusion-B,1250,1.5,257,191,235,171.5,FusionCore,8.4,1.6,63.4,38.0,19.0,6.3,4,8.235,0.811,4,0.793,1,1,21.3,162,357,CASE-4558-Y,4025-11-08,Elia Vorn,commute,automated,auto,Cryon Reach,Vega Spire,PeachPuff,Fuel low. Navigating around debris.,CXS-6878-IC
Micro,Nimbus X1,Fusion-B,700,0.8,121,102,244,128.4,PlasmaCell,6.7,1.3,77.9,46.7,23.4,7.8,0,6.225,0.525,3,0.132,2,0,2.0,300,72,CASE-317-X,4025-08-02,Axel Orov,commute,automated,auto,Thalos Crossing,Zenthar Relay,Yellow,Fuel low. Navigating around debris.,CXS-2817-BL
Micro,Nimbus X1,Ion-A,700,0.8,175,103,195,240.9,IonGel,5.2,1.1,66.5,39.9,19.9,6.7,6,9.736,0.267,5,0.605,5,4,73.3,193,157,CASE-1124-Y,4025-03-06,Axel Orov,commute,automated,auto,Vega Spire,Cryon Reach,BlueViolet,Re-routing due to unstable path.,CXS-5825-YA
Sedan,Stratos M2,Ion-A,950,1.2,202,146,279,289.7,IonGel,5.2,1.1,55.7,33.4,16.7,5.6,1,2.303,0.319,1,0.979,5,5,65.6,171,228,CASE-3266-A,4025-04-21,Captain Kael,commute,automated,auto,Lunaris Port,Orryx Haven,DeepSkyBlue,Minor vibration detected. Monitoring systems.,CXS-1186-HE
SUV,Vortex R7,Fusion-B,1250,1.5,276,155,117,170.1,PlasmaCell,6.7,1.3,71.5,42.9,21.4,7.2,2,5.4,0.576,3,0.589,1,1,40.6,17,150,CASE-1874-S,4025-12-14,Zara Strix,commute,automated,auto,Lunaris Port,Vega Spire,IndianRed,Clear path confirmed. Continuing cruise.,CXS-1328-OW
SUV,Vortex R7,Fusion-B,1250,1.5,283,200,118,168.4,IonGel,5.2,1.1,75.5,45.3,22.6,7.6,7,4.925,0.647,0,0.206,5,4,65.0,276,135,CASE-6043-F,4025-02-11,Elia Vorn,commute,automated,auto,Orryx Haven,Cerebra Ring,DarkOrange,Minor vibration detected. Monitoring systems.,CXS-5612-YF
SUV,Vortex R7,Fusion-B,1250,1.5,280,146,200,214.4,IonGel,5.2,1.1,73.6,44.2,22.1,7.4,4,6.622,0.187,4,0.082,2,3,42.4,338,135,CASE-1771-S,4025-07-03,Captain Kael,commute,automated,auto,Orryx Haven,Lunaris Port,Bisque,Power levels nominal. Adjusting trajectory.,CXS-2493-JS
Micro,Nimbus X1,Plasma-A,700,0.8,154,104,194,277.1,IonGel,5.2,1.1,54.8,32.9,16.4,5.5,3,5.953,0.712,4,0.555,4,1,49.8,198,267,CASE-6149-M,4025-08-09,Axel Orov,commute,automated,auto,Thalos Crossing,Lunaris Port,Gray,Clear path confirmed. Continuing cruise.,CXS-7858-CS
Micro,Nimbus X1,Plasma-A,700,0.8,163,110,160,195.3,PlasmaCell,6.7,1.3,43.2,25.9,13.0,4.3,2,8.094,0.494,2,0.803,4,2,28.8,34,44,CASE-3978-D,4025-08-06,Marshal Keir,commute,automated,auto,Lunaris Port,Helion Hub,LimeGreen,Power levels nominal. Adjusting trajectory.,CXS-7358-VT
Micro,Nimbus X1,Ion-A,700,0.8,145,115,170,203.9,FusionCore,8.4,1.6,76.7,46.0,23.0,7.7,2,6.414,0.186,0,0.89,3,2,34.5,248,292,CASE-9272-Z,4025-07-05,Zara Strix,commute,automated,auto,Lunaris Port,Thalos Crossing,BlueViolet,Power levels nominal. Adjusting trajectory.,CXS-8750-LR
Sedan,Stratos M2,Fusion-B,950,1.2,202,117,136,223.6,FusionCore,8.4,1.6,67.2,40.3,20.2,6.7,0,9.511,0.122,1,0.858,5,0,87.5,116,68,CASE-6071-C,4025-12-08,Zara Strix,commute,automated,auto,Cerebra Ring,Lunaris Port,Tan,Re-routing due to unstable path.,CXS-5923-UK
Micro,Nimbus X1,Ion-A,700,0.8,148,100,286,183.4,FusionCore,8.4,1.6,65.8,39.5,19.7,6.6,8,8.398,0.237,3,0.781,4,0,15.6,102,29,CASE-6882-P,4025-12-16,Tamsin Ryx,commute,automated,auto,Cryon Reach,Zenthar Relay,DarkMagenta,Clear path confirmed. Continuing cruise.,CXS-5087-NL
Sedan,Stratos M2,Plasma-A,950,1.2,238,103,280,139.8,FusionCore,8.4,1.6,54.7,32.8,16.4,5.5,2,6.227,0.885,1,0.828,5,0,25.7,197,25,CASE-7532-W,4025-11-01,Zara Strix,commute,automated,auto,Thalos Crossing,Zenthar Relay,DeepSkyBlue,Power levels nominal. Adjusting trajectory.,CXS-3669-NF
Micro,Nimbus X1,Plasma-A,700,0.8,169,93,265,145.0,IonGel,5.2,1.1,48.3,29.0,14.5,4.8,2,1.064,0.81,5,0.417,2,3,22.7,238,154,CASE-8548-U,4025-08-05,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Zenthar Relay,LightPink,Power levels nominal. Adjusting trajectory.,CXS-9530-TZ
Micro,Nimbus X1,Plasma-A,700,0.8,145,117,101,202.3,IonGel,5.2,1.1,66.5,39.9,19.9,6.7,6,9.984,0.867,5,0.638,4,1,81.0,307,206,CASE-7921-O,4025-11-04,Axel Orov,commute,automated,auto,Helion Hub,Zenthar Relay,PowderBlue,Re-routing due to unstable path.,CXS-6236-XS
Micro,Nimbus X1,Fusion-B,700,0.8,128,81,227,299.5,PlasmaCell,6.7,1.3,50.4,30.2,15.1,5.0,2,7.503,0.669,4,0.294,5,4,16.3,49,241,CASE-5280-H,4025-10-23,Zara Strix,commute,automated,auto,Cerebra Ring,Cryon Reach,DarkCyan,Power levels nominal. Adjusting trajectory.,CXS-3096-IO
Micro,Nimbus X1,Ion-A,700,0.8,136,115,274,279.9,IonGel,5.2,1.1,66.2,39.7,19.9,6.6,4,6.256,0.204,5,0.916,1,4,10.8,348,195,CASE-7613-S,4025-07-26,Tamsin Ryx,commute,automated,auto,Cryon Reach,Orryx Haven,Olive,Re-routing due to unstable path.,CXS-9680-KA
SUV,Vortex R7,Fusion-B,1250,1.5,302,143,135,298.5,IonGel,5.2,1.1,53.7,32.2,16.1,5.4,5,2.611,0.099,1,0.163,0,1,55.3,324,219,CASE-5325-F,4025-02-16,Captain Kael,commute,automated,auto,Thalos Crossing,Vega Spire,SlateBlue,Fuel low. Navigating around debris.,CXS-7609-GL
SUV,Vortex R7,Fusion-B,1250,1.5,311,164,109,206.8,IonGel,5.2,1.1,69.2,41.5,20.8,6.9,2,8.79,0.19,1,0.81,2,3,65.5,305,268,CASE-5576-I,4025-11-01,Tamsin Ryx,commute,automated,auto,Lunaris Port,Cryon Reach,LightSalmon,Power levels nominal. Adjusting trajectory.,CXS-6535-RA
SUV,Vortex R7,Plasma-A,1250,1.5,337,148,225,171.9,FusionCore,8.4,1.6,47.5,28.5,14.2,4.8,3,6.185,0.434,0,0.65,4,0,53.5,24,338,CASE-3130-C,4025-12-05,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Lunaris Port,LawnGreen,Fuel low. Navigating around debris.,CXS-2771-XN
Micro,Nimbus X1,Fusion-B,700,0.8,173,81,276,123.2,IonGel,5.2,1.1,57.8,34.7,17.3,5.8,3,6.59,0.707,2,0.697,0,4,64.7,60,144,CASE-9096-Y,4025-12-05,Axel Orov,commute,automated,auto,Vega Spire,Helion Hub,LawnGreen,Clear path confirmed. Continuing cruise.,CXS-2867-WP
Sedan,Stratos M2,Plasma-A,950,1.2,243,112,151,255.6,PlasmaCell,6.7,1.3,73.3,44.0,22.0,7.3,7,2.945,0.388,4,0.11,3,1,85.5,261,38,CASE-8041-O,4025-03-02,Zara Strix,commute,automated,auto,Cryon Reach,Orryx Haven,Azure,Re-routing due to unstable path.,CXS-2659-CJ
SUV,Vortex R7,Ion-A,1250,1.5,332,154,175,152.8,FusionCore,8.4,1.6,42.0,25.2,12.6,4.2,4,2.083,0.874,1,0.169,3,4,24.1,47,190,CASE-6625-W,4025-06-26,Dr. Calix Renner,commute,automated,auto,Orryx Haven,Thalos Crossing,LemonChiffon,Re-routing due to unstable path.,CXS-6615-JV
Sedan,Stratos M2,Plasma-A,950,1.2,194,125,216,154.4,FusionCore,8.4,1.6,55.4,33.2,16.6,5.5,0,8.396,0.919,4,0.179,2,4,2.6,350,66,CASE-6046-P,4025-02-05,Zara Strix,commute,automated,auto,Thalos Crossing,Cerebra Ring,Wheat,Fuel low. Navigating around debris.,CXS-8914-LN
SUV,Vortex R7,Plasma-A,1250,1.5,264,196,212,109.2,FusionCore,8.4,1.6,50.5,30.3,15.1,5.1,0,7.532,0.706,1,0.576,0,0,57.9,80,258,CASE-9017-K,4025-09-17,Tamsin Ryx,commute,automated,auto,Helion Hub,Lunaris Port,MidnightBlue,Re-routing due to unstable path.,CXS-8688-WO
SUV,Vortex R7,Fusion-B,1250,1.5,271,144,182,148.2,FusionCore,8.4,1.6,78.8,47.3,23.6,7.9,6,1.704,0.605,2,0.12,5,0,9.2,211,18,CASE-5023-I,4025-11-13,Tamsin Ryx,commute,automated,auto,Lunaris Port,Helion Hub,Lavender,Minor vibration detected. Monitoring systems.,CXS-9996-DX
Sedan,Stratos M2,Ion-A,950,1.2,191,150,258,227.5,PlasmaCell,6.7,1.3,75.6,45.4,22.7,7.6,0,8.513,0.795,5,0.703,5,1,0.2,181,324,CASE-5169-D,4025-06-27,Commander Yulo,commute,automated,auto,Cryon Reach,Cerebra Ring,WhiteSmoke,Re-routing due to unstable path.,CXS-5783-YW
Micro,Nimbus X1,Ion-A,700,0.8,153,103,127,109.2,PlasmaCell,6.7,1.3,46.6,28.0,14.0,4.7,2,9.31,0.519,4,0.739,5,5,53.0,230,234,CASE-3138-G,4025-05-20,Zara Strix,commute,automated,auto,Orryx Haven,Thalos Crossing,SkyBlue,Power levels nominal. Adjusting trajectory.,CXS-9260-IX
Sedan,Stratos M2,Plasma-A,950,1.2,243,100,288,109.7,PlasmaCell,6.7,1.3,77.4,46.4,23.2,7.7,1,6.964,0.399,3,0.934,2,3,86.7,150,231,CASE-8595-T,4025-03-24,Marshal Keir,commute,automated,auto,Thalos Crossing,Zenthar Relay,LightSkyBlue,Minor vibration detected. Monitoring systems.,CXS-3185-DG
Sedan,Stratos M2,Fusion-B,950,1.2,232,138,291,202.5,PlasmaCell,6.7,1.3,73.7,44.2,22.1,7.4,4,9.085,0.761,1,0.683,0,2,50.6,298,292,CASE-3727-L,4025-04-20,Tamsin Ryx,commute,automated,auto,Helion Hub,Cerebra Ring,Fuchsia,Fuel low. Navigating around debris.,CXS-7839-JA
Micro,Nimbus X1,Plasma-A,700,0.8,167,114,208,261.7,FusionCore,8.4,1.6,60.9,36.5,18.3,6.1,2,8.304,0.705,0,0.305,0,2,73.3,52,315,CASE-8751-E,4025-11-02,Marshal Keir,commute,automated,auto,Lunaris Port,Zenthar Relay,LightSalmon,Power levels nominal. Adjusting trajectory.,CXS-4675-BB
Micro,Nimbus X1,Plasma-A,700,0.8,161,115,160,202.2,FusionCore,8.4,1.6,71.9,43.1,21.6,7.2,5,1.502,0.286,3,0.921,5,2,68.0,279,308,CASE-4786-W,4025-07-14,Dr. Calix Renner,commute,automated,auto,Zenthar Relay,Cerebra Ring,DarkSalmon,Clear path confirmed. Continuing cruise.,CXS-4218-UY
