space_weight_kg,thrust_kN,power_capacity_kWh,engine_class,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Zone,Average_Threat_Angle_Offset,DangerScore,DangerLabel,FuelUsed,fuel_cost,total_cost,CurrentHeading,PredictedHeading,TurnDirection,AdjustedForThreats,AngleDensity,TurnAngle,MomentumBias,ThreatsLeft,ThreatsRight,Reason,TripScore,Evaluation,Comments
1987,79.9,228.1,Fusion-B,7,4.17,0.51,3,0.31,3,2,green,20.7,0.52,Medium,1.903,9.52,9.52,26,58,right,True,0.31,32,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.645,Good,Safe with minor inefficiencies
1889,68.9,190.5,Ion-A,1,7.69,0.96,3,0.69,3,0,red,17.2,0.559,Medium,1.031,5.15,5.15,322,10,right,True,0.69,48,left,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.629,Good,Safe with minor inefficiencies
1555,69.5,184.2,Ion-A,4,6.31,0.78,0,0.6,1,0,red,88.2,0.512,Medium,0.854,4.27,4.27,213,213,none,False,0.6,0,right,1,0,No threats detected,0.761,Good,Safe with minor inefficiencies
2010,73.3,187.4,Plasma-A,3,4.25,0.37,4,0.71,3,3,yellow,11.4,0.551,Medium,2.165,10.82,10.82,152,200,right,True,0.71,48,right,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.586,Risky,Moderate danger or cost detected
1839,41.8,148.7,Fusion-B,0,3.63,0.95,4,0.64,5,0,green,67.8,0.342,Low,2.634,13.17,13.17,320,6,right,True,0.64,46,left,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.656,Good,Safe with minor inefficiencies
1670,44.1,142.0,Plasma-A,1,3.56,0.53,1,0.34,1,1,red,86.9,0.325,Low,2.716,13.58,13.58,38,4,left,True,0.34,34,left,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.686,Good,Safe with minor inefficiencies
1402,50.1,277.9,Fusion-B,7,2.03,0.16,5,0.49,4,3,yellow,51.9,0.723,Medium,1.541,7.71,7.71,16,56,right,True,0.49,40,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.56,Risky,Moderate danger or cost detected
1695,67.5,164.3,Plasma-A,4,8.3,0.95,5,0.09,3,0,red,22.3,0.643,Medium,1.699,8.5,8.5,119,143,right,True,0.09,24,,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.621,Good,Safe with minor inefficiencies
2040,62.3,206.6,Plasma-A,3,6.37,0.66,3,0.78,0,4,green,34.2,0.426,Medium,2.059,10.3,10.3,331,280,left,True,0.78,51,left,0,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.634,Good,Safe with minor inefficiencies
1672,76.3,187.6,Ion-A,1,6.3,0.49,0,0.57,1,2,red,5.4,0.359,Low,0.858,4.29,4.29,291,291,none,False,0.57,0,,1,2,No threats detected,0.822,Excellent,Efficient and low-risk path
1849,78.4,155.9,Ion-A,7,7.86,0.66,5,0.26,2,5,yellow,7.3,0.704,Medium,1.195,5.98,5.98,139,109,left,True,0.26,30,right,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.604,Good,Safe with minor inefficiencies
1952,49.6,228.3,Fusion-B,7,2.41,0.47,0,0.69,4,0,yellow,42.3,0.662,Medium,2.196,10.98,10.98,165,165,none,False,0.69,0,right,4,0,No threats detected,0.647,Good,Safe with minor inefficiencies
1656,41.3,186.1,Ion-A,1,3.54,0.87,1,0.07,5,4,red,21.0,0.362,Low,1.712,8.56,8.56,10,33,right,True,0.07,23,,5,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.736,Good,Safe with minor inefficiencies
1990,50.6,266.6,Ion-A,2,6.31,0.82,3,0.2,4,5,yellow,10.3,0.403,Medium,1.497,7.49,7.49,142,114,left,True,0.2,28,left,4,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.717,Good,Safe with minor inefficiencies
1999,49.0,163.8,Fusion-B,7,3.39,0.23,0,0.06,3,2,yellow,71.3,0.437,Medium,2.314,11.57,11.57,170,170,none,False,0.06,0,,3,2,No threats detected,0.733,Good,Safe with minor inefficiencies
2086,63.8,271.9,Ion-A,2,9.29,0.5,2,0.47,3,5,yellow,27.4,0.359,Low,0.935,4.68,4.68,147,108,left,True,0.47,39,right,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.732,Good,Safe with minor inefficiencies
2178,56.1,183.6,Plasma-A,0,5.86,0.49,3,0.6,0,2,yellow,80.0,0.298,Low,2.065,10.32,10.32,165,121,left,True,0.6,44,left,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.7,Good,Safe with minor inefficiencies
2191,69.4,236.6,Fusion-B,8,1.23,0.31,0,0.67,5,4,yellow,77.4,0.738,Medium,1.716,8.58,8.58,211,211,none,False,0.67,0,left,5,4,No threats detected,0.636,Good,Safe with minor inefficiencies
1592,63.5,143.3,Plasma-A,5,7.88,0.84,4,0.58,3,5,yellow,68.7,0.591,Medium,1.593,7.96,7.96,26,343,left,True,0.58,43,left,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.604,Good,Safe with minor inefficiencies
1673,47.0,223.0,Plasma-A,2,4.98,0.35,2,1.0,3,5,yellow,39.2,0.466,Medium,2.784,13.92,13.92,62,2,left,True,1.0,60,left,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.569,Risky,Moderate danger or cost detected
2045,72.6,295.0,Plasma-A,3,5.23,0.47,5,0.32,1,2,red,9.4,0.598,Medium,2.176,10.88,10.88,7,334,left,True,0.32,33,right,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.6,Good,Safe with minor inefficiencies
1817,46.4,205.9,Ion-A,3,5.46,0.7,0,0.4,3,0,red,68.4,0.427,Medium,1.681,8.41,8.41,78,78,none,False,0.4,0,right,3,0,No threats detected,0.762,Good,Safe with minor inefficiencies
2133,41.5,154.1,Fusion-B,8,3.27,0.2,5,0.77,2,3,yellow,77.8,0.74,Medium,3.734,18.67,18.67,241,190,left,True,0.77,51,left,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.441,Risky,Moderate danger or cost detected
1867,73.0,140.2,Plasma-A,2,8.82,0.52,3,0.05,1,4,red,46.7,0.349,Low,1.667,8.34,8.34,69,47,left,True,0.05,22,left,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.745,Good,Safe with minor inefficiencies
1682,64.9,219.8,Fusion-B,5,4.98,0.15,4,0.27,2,0,yellow,11.8,0.514,Medium,1.289,6.44,6.44,152,183,right,True,0.27,31,right,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.674,Good,Safe with minor inefficiencies
1993,51.5,280.9,Plasma-A,7,5.36,0.13,1,0.63,3,4,yellow,71.9,0.533,Medium,2.677,13.38,13.38,176,131,left,True,0.63,45,,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.58,Risky,Moderate danger or cost detected
1965,68.4,189.7,Plasma-A,6,1.12,0.47,3,0.22,2,1,red,75.7,0.818,High,2.478,12.39,12.39,122,151,right,True,0.22,29,right,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.509,Risky,Moderate danger or cost detected
1792,44.5,291.5,Ion-A,6,6.83,0.24,0,0.93,2,5,yellow,26.3,0.575,Medium,1.841,9.21,9.21,195,195,none,False,0.93,0,right,2,5,No threats detected,0.696,Good,Safe with minor inefficiencies
2079,68.2,206.5,Plasma-A,2,5.34,0.52,3,0.46,0,1,red,13.0,0.507,Medium,2.094,10.47,10.47,302,264,left,True,0.46,38,,0,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.629,Good,Safe with minor inefficiencies
1502,47.6,235.9,Fusion-B,1,7.72,0.22,4,0.07,3,0,red,69.5,0.272,Low,1.553,7.76,7.76,73,96,right,True,0.07,23,right,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.778,Good,Safe with minor inefficiencies
2070,74.2,194.4,Ion-A,1,8.09,0.34,3,0.0,2,2,red,65.3,0.243,Low,1.017,5.08,5.08,354,14,right,True,0.0,20,right,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.818,Excellent,Efficient and low-risk path
2065,73.5,232.8,Ion-A,5,6.94,0.88,5,0.45,4,3,yellow,43.6,0.633,Medium,1.202,6.01,6.01,320,358,right,True,0.45,38,right,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.614,Good,Safe with minor inefficiencies
1954,53.3,262.1,Ion-A,1,4.39,0.94,1,0.87,5,5,yellow,88.3,0.408,Medium,1.315,6.57,6.57,116,61,left,True,0.87,55,left,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.662,Good,Safe with minor inefficiencies
1844,49.6,201.3,Ion-A,1,8.7,0.47,3,0.32,1,5,yellow,42.6,0.294,Low,1.21,6.05,6.05,14,341,left,True,0.32,33,left,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.761,Good,Safe with minor inefficiencies
1732,76.5,201.0,Ion-A,4,9.9,0.81,2,0.65,2,3,green,13.7,0.443,Medium,1.071,5.35,5.35,125,79,left,True,0.65,46,right,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.678,Good,Safe with minor inefficiencies
1821,78.6,160.2,Plasma-A,2,9.69,0.4,1,0.1,1,0,red,76.1,0.256,Low,1.83,9.15,9.15,195,219,right,True,0.1,24,right,1,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.771,Good,Safe with minor inefficiencies
2099,44.0,285.7,Ion-A,7,1.14,0.23,4,0.87,1,1,yellow,87.3,0.822,High,2.773,13.87,13.87,326,271,left,True,0.87,55,,1,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.438,Risky,Moderate danger or cost detected
1870,58.8,295.1,Fusion-B,0,4.05,0.72,3,0.65,2,5,red,76.7,0.431,Medium,1.53,7.65,7.65,80,34,left,True,0.65,46,left,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.664,Good,Safe with minor inefficiencies
1852,74.1,277.5,Fusion-B,4,4.42,0.38,5,0.72,3,5,yellow,68.3,0.565,Medium,1.557,7.79,7.79,233,184,left,True,0.72,49,,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.603,Good,Safe with minor inefficiencies
1603,74.9,145.7,Fusion-B,7,1.62,0.67,0,0.92,1,3,red,89.8,0.861,High,1.712,8.56,8.56,183,183,none,False,0.92,0,right,1,3,No threats detected,0.587,Risky,Moderate danger or cost detected
1702,69.9,209.4,Plasma-A,4,1.89,0.67,0,0.87,5,3,yellow,39.9,0.616,Medium,1.743,8.71,8.71,4,4,none,False,0.87,0,right,5,3,No threats detected,0.684,Good,Safe with minor inefficiencies
2102,67.8,284.5,Plasma-A,0,1.41,0.82,4,0.29,5,3,yellow,33.7,0.489,Medium,2.111,10.56,10.56,117,149,right,True,0.29,32,right,5,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.649,Good,Safe with minor inefficiencies
1760,45.8,225.0,Ion-A,3,6.09,0.81,4,0.17,2,5,red,7.1,0.576,Medium,1.682,8.41,8.41,337,310,left,True,0.17,27,left,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.642,Good,Safe with minor inefficiencies
2043,74.8,239.2,Ion-A,0,3.17,0.92,2,0.14,3,0,red,41.5,0.359,Low,1.016,5.08,5.08,186,212,right,True,0.14,26,left,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.758,Good,Safe with minor inefficiencies
1492,50.2,180.9,Fusion-B,5,1.08,0.82,5,0.9,3,1,green,61.0,0.721,Medium,1.632,8.16,8.16,67,123,right,True,0.9,56,right,3,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.522,Risky,Moderate danger or cost detected
1774,46.3,210.7,Plasma-A,8,4.11,0.63,2,0.64,1,2,yellow,38.2,0.736,Medium,3.064,15.32,15.32,151,105,left,True,0.64,46,,1,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.481,Risky,Moderate danger or cost detected
1517,50.0,275.2,Fusion-B,1,2.79,0.45,1,0.48,1,5,red,21.3,0.421,Medium,1.675,8.38,8.38,345,306,left,True,0.48,39,right,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.678,Good,Safe with minor inefficiencies
1970,62.9,232.0,Fusion-B,1,9.93,0.37,3,0.98,0,2,red,59.2,0.479,Medium,1.522,7.61,7.61,63,4,left,True,0.98,59,right,0,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.616,Good,Safe with minor inefficiencies
1777,51.0,230.5,Plasma-A,4,7.17,0.77,4,0.05,3,5,yellow,54.6,0.448,Medium,2.438,12.19,12.19,55,33,left,True,0.05,22,left,3,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.674,Good,Safe with minor inefficiencies
1882,59.9,284.7,Ion-A,8,3.58,0.82,2,0.61,4,1,red,31.7,0.931,High,1.32,6.6,6.6,32,76,right,True,0.61,44,right,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.477,Risky,Moderate danger or cost detected
2117,65.5,239.3,Fusion-B,6,7.1,0.75,0,0.66,1,0,green,75.5,0.425,Medium,1.622,8.11,8.11,155,155,none,False,0.66,0,right,1,0,No threats detected,0.765,Good,Safe with minor inefficiencies
1518,65.1,284.5,Ion-A,3,6.82,0.38,4,0.44,1,3,yellow,52.2,0.431,Medium,0.814,4.07,4.07,189,151,left,True,0.44,38,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.711,Good,Safe with minor inefficiencies
1829,69.3,154.4,Plasma-A,2,3.66,0.77,3,0.18,5,0,yellow,11.9,0.423,Medium,1.861,9.3,9.3,315,342,right,True,0.18,27,right,5,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.696,Good,Safe with minor inefficiencies
1686,61.6,295.4,Ion-A,5,5.78,0.92,1,0.83,3,3,green,23.1,0.512,Medium,0.923,4.62,4.62,185,132,left,True,0.83,53,left,3,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.64,Good,Safe with minor inefficiencies
2102,73.0,217.1,Fusion-B,8,8.26,0.77,5,0.34,2,0,yellow,10.4,0.783,High,2.166,10.83,10.83,141,175,right,True,0.34,34,left,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.525,Risky,Moderate danger or cost detected
1525,78.5,162.5,Fusion-B,1,9.7,0.87,5,0.72,1,5,red,88.2,0.528,Medium,1.411,7.05,7.05,305,256,left,True,0.72,49,left,1,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.623,Good,Safe with minor inefficiencies
1451,78.7,268.7,Fusion-B,3,4.29,0.81,1,0.01,4,1,green,48.3,0.278,Low,1.124,5.62,5.62,283,303,right,True,0.01,20,left,4,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.799,Good,Safe with minor inefficiencies
2000,58.2,247.7,Ion-A,3,7.05,0.63,2,0.82,1,4,green,84.6,0.364,Low,0.967,4.83,4.83,141,88,left,True,0.82,53,left,1,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.698,Good,Safe with minor inefficiencies
1533,44.3,177.4,Plasma-A,4,1.23,0.9,1,0.56,0,5,green,82.4,0.505,Medium,2.958,14.79,14.79,67,25,left,True,0.56,42,left,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.586,Risky,Moderate danger or cost detected
1766,48.9,150.1,Ion-A,5,8.41,0.92,0,0.3,1,2,green,36.7,0.376,Low,1.198,5.99,5.99,64,64,none,False,0.3,0,right,1,2,No threats detected,0.802,Excellent,Efficient and low-risk path
1938,45.6,291.4,Ion-A,1,3.74,0.54,3,0.1,3,2,red,79.9,0.334,Low,1.56,7.8,7.8,303,327,right,True,0.1,24,left,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.751,Good,Safe with minor inefficiencies
1862,45.4,212.6,Plasma-A,3,7.03,0.77,4,0.95,0,5,red,37.7,0.725,Medium,3.378,16.89,16.89,266,208,left,True,0.95,58,,0,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.446,Risky,Moderate danger or cost detected
1869,69.7,164.7,Plasma-A,0,4.73,0.19,0,0.49,3,3,yellow,36.7,0.188,Low,1.591,7.96,7.96,351,351,none,False,0.49,0,left,3,3,No threats detected,0.861,Excellent,Efficient and low-risk path
1902,78.1,145.2,Plasma-A,7,4.33,0.5,0,0.95,0,2,red,77.0,0.746,Medium,2.266,11.33,11.33,75,75,none,False,0.95,0,left,0,2,No threats detected,0.611,Good,Safe with minor inefficiencies
1529,44.0,249.7,Fusion-B,8,5.9,0.98,5,0.36,2,3,red,35.8,0.951,High,2.886,14.43,14.43,271,237,left,True,0.36,34,,2,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.429,Risky,Moderate danger or cost detected
1864,47.6,159.5,Plasma-A,6,8.63,0.51,0,0.66,5,0,red,57.8,0.616,Medium,3.007,15.04,15.04,333,333,none,False,0.66,0,right,5,0,No threats detected,0.633,Good,Safe with minor inefficiencies
2138,63.9,143.4,Ion-A,6,8.08,0.32,3,0.13,1,3,yellow,50.8,0.471,Medium,1.15,5.75,5.75,232,207,left,True,0.13,25,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.71,Good,Safe with minor inefficiencies
1825,42.7,262.4,Plasma-A,1,2.86,0.29,2,0.87,3,2,red,29.6,0.518,Medium,3.864,19.32,19.32,130,185,right,True,0.87,55,,3,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.516,Risky,Moderate danger or cost detected
1556,45.9,284.1,Plasma-A,7,1.03,0.87,0,0.14,0,0,green,11.7,0.642,Medium,2.746,13.73,13.73,221,221,none,False,0.14,0,left,0,0,No threats detected,0.633,Good,Safe with minor inefficiencies
2162,50.0,167.9,Plasma-A,5,6.95,0.12,1,0.01,4,0,red,71.1,0.371,Low,2.586,12.93,12.93,287,307,right,True,0.01,20,right,4,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.704,Good,Safe with minor inefficiencies
1737,49.5,191.8,Plasma-A,1,2.57,0.15,3,0.74,2,5,yellow,47.3,0.409,Medium,2.552,12.76,12.76,26,336,left,True,0.74,50,,2,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.623,Good,Safe with minor inefficiencies
2014,69.8,216.2,Fusion-B,5,8.0,0.56,0,0.11,4,4,green,45.3,0.3,Low,1.32,6.6,6.6,79,79,none,False,0.11,0,right,4,4,No threats detected,0.827,Excellent,Efficient and low-risk path
1629,77.8,146.9,Ion-A,5,8.05,0.88,4,0.52,2,0,yellow,41.2,0.618,Medium,1.038,5.19,5.19,293,334,right,True,0.52,41,left,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.62,Good,Safe with minor inefficiencies
1839,78.6,149.7,Plasma-A,8,5.31,0.46,0,0.69,4,5,red,44.1,0.772,High,2.772,13.86,13.86,136,136,none,False,0.69,0,left,4,5,No threats detected,0.58,Risky,Moderate danger or cost detected
1584,76.4,151.8,Fusion-B,4,1.73,0.65,2,0.07,2,0,green,24.8,0.425,Medium,1.397,6.99,6.99,73,96,right,True,0.07,23,right,2,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.723,Good,Safe with minor inefficiencies
2073,65.3,227.7,Fusion-B,1,3.93,1.0,1,0.53,5,5,green,40.8,0.317,Low,1.323,6.62,6.62,46,87,right,True,0.53,41,right,5,5,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.729,Good,Safe with minor inefficiencies
1620,64.2,155.9,Fusion-B,6,7.32,0.87,3,0.65,2,1,yellow,69.2,0.63,Medium,1.243,6.22,6.22,159,205,right,True,0.65,46,,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=None)",0.596,Risky,Moderate danger or cost detected
2195,68.8,174.4,Plasma-A,1,5.06,0.31,0,0.34,1,1,red,40.8,0.26,Low,1.852,9.26,9.26,25,25,none,False,0.34,0,left,1,1,No threats detected,0.822,Excellent,Efficient and low-risk path
1678,56.6,155.2,Fusion-B,6,4.84,0.7,3,0.37,4,3,yellow,13.7,0.639,Medium,1.448,7.24,7.24,139,174,right,True,0.37,35,left,4,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.609,Good,Safe with minor inefficiencies
2173,76.9,150.7,Plasma-A,1,8.49,0.18,2,0.1,3,0,yellow,66.5,0.173,Low,2.099,10.5,10.5,347,11,right,True,0.1,24,right,3,0,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.793,Good,Safe with minor inefficiencies
1898,72.5,229.0,Plasma-A,4,6.28,0.61,0,0.33,1,3,red,11.0,0.498,Medium,2.016,10.08,10.08,28,28,none,False,0.33,0,left,1,3,No threats detected,0.72,Good,Safe with minor inefficiencies
1609,54.1,246.5,Fusion-B,3,7.75,0.88,1,0.72,2,2,yellow,87.2,0.436,Medium,1.502,7.51,7.51,61,12,left,True,0.72,49,left,2,2,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.657,Good,Safe with minor inefficiencies
1909,64.0,196.3,Plasma-A,6,6.2,0.29,1,0.66,1,3,red,20.2,0.676,Medium,1.906,9.53,9.53,117,71,left,True,0.66,46,right,1,3,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.551,Risky,Moderate danger or cost detected
1972,44.3,275.3,Plasma-A,5,4.31,0.79,0,0.57,3,5,green,72.6,0.401,Medium,3.805,19.03,19.03,223,223,none,False,0.57,0,left,3,5,No threats detected,0.687,Good,Safe with minor inefficiencies
1870,73.8,295.9,Ion-A,5,8.37,0.65,4,0.64,3,4,yellow,2.4,0.657,Medium,1.095,5.47,5.47,327,281,left,True,0.64,46,right,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=right)",0.591,Risky,Moderate danger or cost detected
1696,77.2,272.7,Ion-A,6,3.41,0.26,0,0.7,2,1,red,27.8,0.682,Medium,1.066,5.33,5.33,235,235,none,False,0.7,0,,2,1,No threats detected,0.685,Good,Safe with minor inefficiencies
1490,53.6,141.0,Fusion-B,1,8.83,0.61,1,0.4,3,4,yellow,12.8,0.291,Low,1.18,5.9,5.9,268,232,left,True,0.4,36,left,3,4,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.756,Good,Safe with minor inefficiencies
1805,65.3,144.9,Fusion-B,5,7.72,0.29,1,0.42,2,1,green,30.7,0.354,Low,1.152,5.76,5.76,261,298,right,True,0.42,37,left,2,1,"Threats ahead — adjusted based on density, sector bias, and momentum (bias=left)",0.73,Good,Safe with minor inefficiencies
