car_type,earth_weight_kg,space_weight_kg,thrust_kN,power_capacity_kWh,engine_class
Sedan,1550,2324,50.1,151.5,Fusion-B
Coupe,1343,2007,40.2,124.8,Ion-B
Transport,2364,3546,108.3,352.2,Plasma-A
Sedan,1442,2164,43.9,202.1,Fusion-B
Transport,2517,3784,97.7,182.5280644481887,Plasma-A
Sedan,1592,2380,43.1,182.5280644481887,Fusion-B
Micro,900,1346,19.3,109.3,Ion-A
Sedan,1531,2301,48.1,147.8,Fusion-B
Micro,923,1392,31.2,102.5,Ion-A
SUV,1867,2807,54.0,220.9,Fusion-C
Micro,1053,1585,31.9,98.2,Ion-A
Sedan,1412,2118,50.1,170.0,Fusion-B
Sedan,1515,2266,49.3,162.6,Fusion-B
Coupe,1368,2044,33.4,122.3,Ion-B
Sedan,1399,2089,51.4,146.4,Fusion-B
SUV,1977,2975,56.7,192.1,Fusion-C
SUV,2135,3196,70.6,182.5280644481887,Fusion-C
Micro,978,1459,35.8,111.8,Ion-A
Sedan,1485,2234,50.1,139.9,Fusion-B
Transport,2500,3753,109.0,283.7,Plasma-A
Micro,1020,1533,26.1,76.1,Ion-A
Sedan,1563,2343,43.7,194.7,Fusion-B
Sedan,1531,2304,49.5,156.4,Fusion-B
Coupe,1201,1799,38.0,108.1,Ion-B
Transport,2272,3416,82.1,316.6,Plasma-A
Coupe,1350,2034,37.7,97.2,Ion-B
Sedan,1542,2308,42.3,162.7,Fusion-B
Coupe,1387,2080,41.4,145.7,Ion-B
Coupe,1275,1917,41.4,102.6,Ion-B
Micro,1017,1521,21.6,103.0,Ion-A
Coupe,1356,2041,37.6,138.5,Ion-B
Transport,2749,4125,84.7,329.2,Plasma-A
SUV,2127,3194,64.9,199.6,Fusion-C
Sedan,1561,2338,50.1,182.5280644481887,Fusion-B
SUV,1849,2782,60.4,183.4,Fusion-C
Micro,989,1479,33.3,82.0,Ion-A
SUV,2165,3252,74.5,222.6,Fusion-C
Micro,998,1498,27.8,117.1,Ion-A
Coupe,1329,1991,42.6,110.0,Ion-B
Sedan,1552,2334,59.5,147.3,Fusion-B
Transport,2206,3302,87.6,249.0,Plasma-A
Coupe,1360,2035,31.9,129.1,Ion-B
Coupe,1257,1895,33.4,138.4,Ion-B
Coupe,1310,1964,37.6,117.9,Ion-B
Transport,2580,3878,79.8,310.5,Plasma-A
Micro,1040,1553,26.0,72.5,Ion-A
Micro,985,1473,27.9,122.7,Ion-A
Coupe,1232,1854,37.6,138.3,Ion-B
SUV,1846,2770,62.8,216.2,Fusion-C
Micro,922,1375,23.2,86.5,Ion-A
Coupe,1287,1921,31.4,182.5280644481887,Ion-B
Micro,1083,1632,30.7,82.6,Ion-A
Coupe,1223,1829,37.8,182.5280644481887,Ion-B
SUV,2050,3073,79.4,222.1,Fusion-C
Micro,995,1488,23.0,100.7,Ion-A
Transport,2202,3303,76.6,316.7,Plasma-A
Micro,918,1387,28.5,99.0,Ion-A
Coupe,1238,1851,38.3,129.8,Ion-B
Coupe,1269,1899,35.3,105.5,Ion-B
Micro,972,1468,23.4,127.4,Ion-A
SUV,1920,2889,55.3,254.6,Fusion-C
Micro,1060,1582,27.8,108.2,Ion-A
Micro,1023,1531,35.3,119.0,Ion-A
Sedan,1516,2278,53.5,134.0,Fusion-B
SUV,1899,2853,71.1,221.5,Fusion-C
Transport,2766,4151,94.5,360.3,Plasma-A
Sedan,1600,2395,44.4,158.7,Fusion-B
Micro,925,1391,31.4,77.3,Ion-A
Coupe,1270,1903,41.3,137.8,Ion-B
Transport,2240,3370,104.7,238.4,Plasma-A
Sedan,1407,2113,49.2,205.2,Fusion-B
Micro,924,1386,34.8,101.2,Ion-A
Coupe,1348,2015,33.9,139.0,Ion-B
Transport,2753,4127,81.0,309.9,Plasma-A
Coupe,1331,1997,31.7,117.2,Ion-B
Coupe,1234,1842,39.8,117.5,Ion-B
Micro,1036,1549,28.9,115.0,Ion-A
Transport,2611,3923,103.9,345.7,Plasma-A
Sedan,1503,2262,47.8,189.8,Fusion-B
SUV,2189,3276,75.0,183.6,Fusion-C
Coupe,1240,1855,33.5,146.8,Ion-B
Coupe,1201,1804,42.0,114.3,Ion-B
SUV,1946,2921,61.9,209.5,Fusion-C
Sedan,1436,2146,50.1,180.0,Fusion-B
Micro,989,1489,23.5,98.1,Ion-A
Micro,926,1398,34.0,88.0,Ion-A
Coupe,1198,1805,37.7,110.8,Ion-B
Coupe,1231,1856,30.8,144.2,Ion-B
Transport,2376,3569,85.8,249.7,Plasma-A
SUV,1813,2724,74.0,223.7,Fusion-C
Sedan,1583,2369,43.5,135.6,Fusion-B
SUV,2013,3014,74.8,249.3,Fusion-C
Coupe,1384,2081,39.6,99.5,Ion-B
SUV,2046,3066,65.3,183.5,Fusion-C
Transport,2617,3918,112.7,254.4,Plasma-A
Micro,983,1481,19.9,97.5,Ion-A
Transport,2711,4071,82.8,182.5280644481887,Plasma-A
SUV,1900,2842,77.8,252.4,Fusion-C
Micro,1060,1586,26.1,89.8,Ion-A
Coupe,1321,1991,37.6,130.1,Ion-B
SUV,1965,2956,57.8,193.4,Fusion-C
Micro,929,1385,20.8,77.3,Ion-A
Sedan,1399,2104,44.5,171.1,Fusion-B
SUV,1983,2968,78.2,251.8,Fusion-C
Micro,929,1400,31.9,104.7,Ion-A
Sedan,1513,2270,39.6,151.6,Fusion-B
Sedan,1571,2363,50.5,168.9,Fusion-B
Sedan,1439,2166,46.3,182.5280644481887,Fusion-B
Transport,2604,3905,91.6,260.8,Plasma-A
Transport,2263,3389,81.8,311.2,Plasma-A
Sedan,1481,2230,48.4,166.1,Fusion-B
Transport,2271,3411,97.7,304.1,Plasma-A
Micro,1075,1617,35.2,107.5,Ion-A
Micro,1046,1565,32.4,103.5,Ion-A
Transport,2313,3473,116.8,338.8,Plasma-A
Transport,2667,3997,101.4,267.3,Plasma-A
Coupe,1330,1991,36.7,114.4,Ion-B
Coupe,1224,1833,42.1,129.9,Ion-B
Sedan,1457,2193,47.5,150.8,Fusion-B
Micro,911,1358,30.3,182.5280644481887,Ion-A
SUV,2041,3071,63.3,215.5,Fusion-C
Sedan,1418,2124,57.2,181.9,Fusion-B
Sedan,1566,2357,45.4,146.6,Fusion-B
Sedan,1475,2215,50.1,182.5280644481887,Fusion-B
Transport,2325,3497,82.8,182.5280644481887,Plasma-A
Transport,2241,3366,117.7,316.0,Plasma-A
Coupe,1330,2002,31.7,118.2,Ion-B
Sedan,1489,2234,40.1,189.4,Fusion-B
SUV,2190,3294,67.0,204.5,Fusion-C
Sedan,1487,2237,53.0,152.5,Fusion-B
Coupe,1213,1812,36.6,145.3,Ion-B
Transport,2782,4173,109.2,182.5280644481887,Plasma-A
Sedan,1550,2319,40.6,166.4,Fusion-B
Transport,2777,4156,97.7,290.4,Plasma-A
Coupe,1392,2092,43.8,182.5280644481887,Ion-B
Coupe,1369,2050,33.3,124.6,Ion-B
Micro,905,1363,27.4,123.0,Ion-A
Coupe,1371,2062,34.9,182.5280644481887,Ion-B
SUV,1962,2937,67.0,220.4,Fusion-C
SUV,1867,2800,78.7,256.5,Fusion-C
Sedan,1512,2276,57.1,151.3,Fusion-B
Transport,2485,3726,113.0,311.2,Plasma-A
Transport,2581,3878,118.0,253.4,Plasma-A
Transport,2287,3427,97.7,286.9,Plasma-A
Micro,1056,1588,32.7,82.1,Ion-A
Transport,2391,3580,108.8,317.6,Plasma-A
Coupe,1295,1937,40.8,109.4,Ion-B
Sedan,1565,2352,45.0,167.4,Fusion-B
Transport,2790,4185,83.1,348.2,Plasma-A
Micro,1068,1606,27.4,111.8,Ion-A
Transport,2620,3921,111.7,342.5,Plasma-A
Transport,2437,3647,101.4,292.7,Plasma-A
Coupe,1351,2029,35.4,132.6,Ion-B
SUV,1867,2803,80.0,247.7,Fusion-C
Micro,940,1418,32.7,109.9,Ion-A
Coupe,1221,1835,32.1,152.0,Ion-B
SUV,1922,2883,71.4,180.6,Fusion-C
Micro,1020,1524,26.9,83.2,Ion-A
SUV,2047,3061,76.2,248.4,Fusion-C
Coupe,1397,2093,41.3,94.5,Ion-B
Micro,1015,1515,30.8,117.7,Ion-A
Sedan,1514,2281,50.4,161.3,Fusion-B
Transport,2331,3497,86.2,316.1,Plasma-A
Micro,1047,1574,24.3,115.8,Ion-A
SUV,2126,3194,59.5,204.6,Fusion-C
Coupe,1264,1899,44.0,145.6,Ion-B
Transport,2341,3506,97.7,182.5280644481887,Plasma-A
Transport,2684,4034,119.1,304.0,Plasma-A
SUV,1868,2798,66.4,213.6,Fusion-C
Transport,2660,3988,115.1,326.4,Plasma-A
SUV,1820,2739,59.1,239.3,Fusion-C
SUV,2073,3111,67.0,182.5280644481887,Fusion-C
SUV,1874,2813,61.8,183.5,Fusion-C
Micro,1061,1596,36.9,90.2,Ion-A
Micro,1081,1622,29.2,80.5,Ion-A
Coupe,1287,1939,40.0,138.7,Ion-B
Micro,961,1444,23.8,114.0,Ion-A
Transport,2288,3422,88.4,313.0,Plasma-A
Sedan,1466,2193,53.6,189.3,Fusion-B
Transport,2281,3431,105.4,182.5280644481887,Plasma-A
Coupe,1341,2021,39.3,94.9,Ion-B
SUV,1927,2885,58.4,263.3,Fusion-C
Transport,2336,3498,115.9,248.9,Plasma-A
SUV,2159,3245,65.8,187.3,Fusion-C
Transport,2355,3536,94.9,288.1,Plasma-A
Sedan,1449,2166,51.5,189.6,Fusion-B
Micro,1080,1624,19.6,88.7,Ion-A
SUV,1822,2728,55.0,237.2,Fusion-C
Micro,1073,1610,31.2,91.0,Ion-A
Transport,2427,3644,105.1,334.6,Plasma-A
Sedan,1489,2231,43.0,157.9,Fusion-B
SUV,1841,2754,63.7,208.3,Fusion-C
Sedan,1511,2271,50.1,166.4,Fusion-B
Transport,2260,3396,112.4,323.7,Plasma-A
Micro,1021,1533,26.4,86.4,Ion-A
SUV,1946,2923,65.6,210.2,Fusion-C
Coupe,1213,1813,31.9,122.6,Ion-B
SUV,1812,2717,59.4,193.2,Fusion-C
Transport,2743,4120,77.8,182.5280644481887,Plasma-A
SUV,1921,2879,65.9,243.1,Fusion-C
SUV,2098,3138,71.9,222.9,Fusion-C
Micro,1016,1522,30.4,117.7,Ion-A
Coupe,1346,2014,43.3,111.9,Ion-B
Micro,978,1468,26.3,102.8,Ion-A
Coupe,1249,1872,45.7,131.4,Ion-B
Sedan,1602,2397,45.5,163.1,Fusion-B
SUV,2031,3051,66.8,241.0,Fusion-C
Coupe,1341,2014,33.2,128.2,Ion-B
Coupe,1389,2075,32.0,145.9,Ion-B
Sedan,1553,2334,50.9,182.9,Fusion-B
SUV,1900,2851,63.6,187.9,Fusion-C
Micro,992,1487,26.5,103.2,Ion-A
Micro,952,1423,27.4,115.4,Ion-A
SUV,1920,2885,63.0,236.6,Fusion-C
Coupe,1297,1938,42.7,99.5,Ion-B
Micro,1005,1500,24.1,89.8,Ion-A
Coupe,1210,1816,33.8,127.7,Ion-B
Transport,2490,3726,92.8,283.7,Plasma-A
SUV,1899,2851,62.3,250.4,Fusion-C
SUV,2098,3154,60.1,199.1,Fusion-C
Sedan,1581,2367,59.7,202.2,Fusion-B
Coupe,1332,2005,34.9,108.6,Ion-B
Sedan,1603,2396,57.9,169.3,Fusion-B
SUV,2180,3266,64.2,200.1,Fusion-C
Transport,2519,3775,113.0,182.5280644481887,Plasma-A
SUV,1828,2735,67.8,191.9,Fusion-C
Transport,2242,3368,97.4,285.0,Plasma-A
SUV,1939,2902,56.1,258.4,Fusion-C
Transport,2778,4177,98.1,285.7,Plasma-A
Coupe,1243,1857,32.1,102.2,Ion-B
Transport,2214,3324,99.0,330.5,Plasma-A
Coupe,1363,2048,38.8,151.2,Ion-B
Sedan,1570,2357,51.3,147.4,Fusion-B
Coupe,1372,2050,39.1,145.4,Ion-B
Micro,910,1370,29.9,100.4,Ion-A
Transport,2620,3936,97.7,299.6,Plasma-A
Transport,2360,3532,96.0,343.4,Plasma-A
Sedan,1570,2364,48.0,165.3,Fusion-B
Transport,2759,4146,77.2,258.3,Plasma-A
Sedan,1466,2194,50.1,181.0,Fusion-B
SUV,1924,2885,74.2,230.7,Fusion-C
Sedan,1413,2117,51.9,166.3,Fusion-B
Micro,1101,1649,32.1,94.5,Ion-A
Transport,2674,4010,87.7,251.7,Plasma-A
Micro,967,1443,25.6,85.7,Ion-A
Transport,2528,3792,114.7,346.0,Plasma-A
Sedan,1448,2166,58.3,169.1,Fusion-B
Sedan,1476,2223,58.3,156.1,Fusion-B
Micro,1007,1520,23.7,99.8,Ion-A
SUV,2036,3063,79.0,190.3,Fusion-C
Sedan,1416,2117,50.1,178.9,Fusion-B
SUV,1855,2773,72.9,182.5280644481887,Fusion-C
Micro,1014,1527,25.0,107.3,Ion-A
Coupe,1283,1932,45.6,145.6,Ion-B
Coupe,1310,1960,32.3,146.5,Ion-B
Coupe,1265,1906,39.8,124.7,Ion-B
Coupe,1245,1873,44.1,126.6,Ion-B
Transport,2425,3638,104.8,182.5280644481887,Plasma-A
Micro,969,1450,29.0,98.9,Ion-A
SUV,1834,2744,68.5,193.6,Fusion-C
Transport,2433,3659,111.9,313.5,Plasma-A
Transport,2268,3407,103.1,346.5,Plasma-A
SUV,1968,2946,67.0,207.0,Fusion-C
Transport,2411,3617,87.8,304.0,Plasma-A
Coupe,1337,2004,37.0,130.4,Ion-B
Transport,2340,3513,97.7,343.6,Plasma-A
Transport,2677,4022,113.1,321.9,Plasma-A
Sedan,1443,2163,55.2,156.1,Fusion-B
Sedan,1486,2236,48.9,141.6,Fusion-B
Micro,1091,1643,31.0,84.9,Ion-A
Micro,960,1430,27.4,125.5,Ion-A
Micro,1005,1506,27.4,92.2,Ion-A
Micro,956,1443,30.6,122.1,Ion-A
Micro,1006,1503,29.2,84.9,Ion-A
Micro,1045,1576,22.8,104.1,Ion-A
Coupe,1271,1899,33.4,118.0,Ion-B
Micro,999,1503,33.9,88.3,Ion-A
Sedan,1554,2323,46.3,200.3,Fusion-B
Coupe,1249,1877,30.9,106.0,Ion-B
Coupe,1285,1927,46.5,137.3,Ion-B
SUV,1865,2788,62.7,213.2,Fusion-C
Micro,985,1468,24.4,93.8,Ion-A
Sedan,1506,2265,50.1,157.4,Fusion-B
Transport,2474,3705,111.7,347.4,Plasma-A
SUV,2190,3295,68.1,181.1,Fusion-C
Transport,2778,4166,106.4,182.5280644481887,Plasma-A
Micro,927,1383,27.0,90.6,Ion-A
SUV,1980,2978,59.3,212.8,Fusion-C
Sedan,1526,2294,48.0,144.8,Fusion-B
Coupe,1208,1818,31.5,104.0,Ion-B
SUV,1981,2981,67.1,249.7,Fusion-C
Micro,954,1427,20.9,182.5280644481887,Ion-A
Sedan,1593,2389,56.6,153.0,Fusion-B
Sedan,1484,2220,50.1,160.1,Fusion-B
Transport,2760,4131,115.0,285.2,Plasma-A
Transport,2478,3710,104.0,249.5,Plasma-A
Sedan,1470,2207,55.5,167.8,Fusion-B
Coupe,1213,1818,41.3,120.1,Ion-B
Transport,2392,3583,85.8,357.8,Plasma-A
SUV,2204,3310,59.6,236.8,Fusion-C
Micro,906,1352,29.4,105.9,Ion-A
SUV,2188,3290,76.1,252.3,Fusion-C
Coupe,1324,1982,43.2,144.2,Ion-B
Micro,972,1463,33.0,98.5,Ion-A
Micro,1091,1639,27.4,95.9,Ion-A
Transport,2466,3696,74.0,331.5,Plasma-A
SUV,2039,3058,69.9,182.9,Fusion-C
Sedan,1511,2274,50.4,167.8,Fusion-B
Coupe,1220,1825,43.5,107.8,Ion-B
Sedan,1539,2309,50.1,173.0,Fusion-B
Coupe,1331,1997,46.8,120.6,Ion-B
Coupe,1344,2014,35.6,126.4,Ion-B
Coupe,1320,1978,44.2,148.5,Ion-B
Coupe,1219,1832,44.4,182.5280644481887,Ion-B
Micro,1073,1611,24.8,80.0,Ion-A
Micro,906,1357,35.4,81.7,Ion-A
Coupe,1367,2058,40.9,94.5,Ion-B
Transport,2696,4048,112.5,337.4,Plasma-A
Transport,2398,3600,97.7,321.6,Plasma-A
SUV,1936,2898,74.9,236.0,Fusion-C
Coupe,1304,1964,30.8,125.8,Ion-B
Coupe,1280,1914,32.7,139.7,Ion-B
Sedan,1556,2335,50.1,169.9,Fusion-B
Transport,2565,3846,101.9,358.2,Plasma-A
Sedan,1405,2109,48.9,147.0,Fusion-B
Transport,2272,3399,111.6,318.9,Plasma-A
Coupe,1273,1905,41.2,109.1,Ion-B
Sedan,1497,2243,56.1,184.3,Fusion-B
Coupe,1272,1916,43.5,138.9,Ion-B
Micro,959,1435,27.4,116.4,Ion-A
SUV,1954,2939,57.8,198.6,Fusion-C
Coupe,1373,2057,31.7,120.4,Ion-B
Coupe,1333,1997,44.7,151.8,Ion-B
Coupe,1310,1972,39.1,99.2,Ion-B
Transport,2606,3917,85.5,256.2,Plasma-A
Sedan,1538,2310,58.2,170.5,Fusion-B
Transport,2624,3932,105.2,293.4,Plasma-A
Sedan,1553,2325,56.4,165.8,Fusion-B
Coupe,1317,1981,32.3,123.6,Ion-B
Coupe,1211,1818,39.7,145.9,Ion-B
Transport,2353,3538,91.7,242.9,Plasma-A
Micro,1029,1538,32.9,94.3,Ion-A
Micro,1013,1528,28.2,116.3,Ion-A
Sedan,1513,2274,53.5,152.4,Fusion-B
Coupe,1319,1975,43.3,146.4,Ion-B
Coupe,1301,1947,30.2,109.3,Ion-B
Sedan,1472,2204,50.1,175.0,Fusion-B
Sedan,1405,2110,56.8,140.3,Fusion-B
SUV,2098,3142,73.7,221.1,Fusion-C
Coupe,1239,1861,43.4,105.4,Ion-B
Sedan,1586,2375,51.0,140.9,Fusion-B
Sedan,1435,2143,50.4,173.5,Fusion-B
Transport,2720,4082,76.0,276.1,Plasma-A
Coupe,1253,1876,31.5,121.9,Ion-B
Sedan,1532,2289,43.5,137.6,Fusion-B
Coupe,1359,2048,30.1,133.7,Ion-B
SUV,2107,3165,58.8,216.1,Fusion-C
Sedan,1520,2286,53.1,152.7,Fusion-B
Coupe,1395,2100,35.0,128.4,Ion-B
Coupe,1338,2012,35.4,125.5,Ion-B
Sedan,1413,2119,41.1,182.5280644481887,Fusion-B
Coupe,1401,2103,31.6,107.0,Ion-B
Micro,1104,1666,28.5,103.9,Ion-A
Coupe,1272,1901,38.2,120.7,Ion-B
Transport,2393,3588,97.7,294.6,Plasma-A
Transport,2214,3328,79.3,273.0,Plasma-A
Micro,1060,1587,23.9,83.5,Ion-A
Sedan,1586,2380,51.3,153.4,Fusion-B
Sedan,1510,2269,42.2,185.3,Fusion-B
Sedan,1562,2334,56.3,177.4,Fusion-B
SUV,1878,2810,58.5,230.8,Fusion-C
Coupe,1259,1887,41.7,97.9,Ion-B
Coupe,1281,1922,37.6,150.3,Ion-B
Micro,914,1379,27.4,82.5,Ion-A
Coupe,1239,1867,44.1,144.3,Ion-B
SUV,1827,2750,67.0,175.7,Fusion-C
Micro,1054,1582,30.2,102.1,Ion-A
SUV,2055,3083,77.4,189.0,Fusion-C
SUV,2106,3153,65.4,217.7,Fusion-C
Transport,2284,3423,79.9,182.5280644481887,Plasma-A
Sedan,1449,2177,55.1,137.2,Fusion-B
Coupe,1296,1952,35.4,135.0,Ion-B
Transport,2614,3913,111.5,284.5,Plasma-A
Coupe,1339,2016,43.4,134.3,Ion-B
Transport,2723,4085,90.6,283.7,Plasma-A
Transport,2688,4038,111.8,245.5,Plasma-A
SUV,2113,3169,67.0,240.4,Fusion-C
Transport,2434,3653,106.6,303.8,Plasma-A
Sedan,1549,2314,45.5,162.6,Fusion-B
SUV,1837,2750,81.3,217.0,Fusion-C
Micro,1049,1578,22.6,94.4,Ion-A
Transport,2473,3707,102.4,255.5,Plasma-A
Transport,2393,3596,98.9,233.5,Plasma-A
Transport,2447,3663,110.3,303.4,Plasma-A
Sedan,1522,2286,52.1,183.5,Fusion-B
Transport,2274,3411,83.9,276.7,Plasma-A
Coupe,1395,2087,37.4,132.2,Ion-B
Sedan,1432,2151,48.7,144.7,Fusion-B
SUV,1821,2729,78.4,182.5280644481887,Fusion-C
Transport,2344,3516,79.6,322.6,Plasma-A
Transport,2685,4036,81.7,298.4,Plasma-A
Transport,2450,3684,97.1,337.5,Plasma-A
Transport,2601,3904,117.0,305.6,Plasma-A
Micro,1032,1556,33.5,97.5,Ion-A
Micro,998,1488,32.2,85.9,Ion-A
Micro,1095,1643,29.9,74.7,Ion-A
Coupe,1255,1892,38.8,151.3,Ion-B
Sedan,1449,2175,50.1,168.6,Fusion-B
Micro,957,1431,23.0,109.5,Ion-A
Transport,2222,3329,87.6,295.4,Plasma-A
Sedan,1584,2367,42.3,158.5,Fusion-B
Micro,930,1395,19.2,105.9,Ion-A
Coupe,1265,1892,42.3,141.8,Ion-B
Transport,2324,3493,114.5,262.6,Plasma-A
Sedan,1450,2170,46.8,160.2,Fusion-B
Micro,973,1463,33.0,105.6,Ion-A
Micro,1035,1545,24.2,119.5,Ion-A
Micro,921,1381,28.2,95.3,Ion-A
SUV,2091,3144,66.1,189.5,Fusion-C
Micro,956,1428,27.4,73.4,Ion-A
SUV,2152,3234,55.5,185.1,Fusion-C
Micro,1032,1552,27.4,98.8,Ion-A
Sedan,1520,2289,57.1,192.6,Fusion-B
Transport,2468,3699,96.9,336.8,Plasma-A
Coupe,1350,2021,42.8,100.8,Ion-B
Sedan,1584,2372,49.1,176.9,Fusion-B
Micro,1044,1575,32.0,82.9,Ion-A
Coupe,1337,2004,37.6,182.5280644481887,Ion-B
Sedan,1483,2224,50.6,166.3,Fusion-B
Transport,2477,3720,91.9,273.6,Plasma-A
SUV,1954,2929,62.3,218.4,Fusion-C
Coupe,1316,1965,31.0,104.5,Ion-B
Coupe,1360,2039,41.3,132.6,Ion-B
SUV,2088,3123,68.8,206.1,Fusion-C
Coupe,1396,2089,40.5,131.6,Ion-B
Micro,950,1434,24.9,104.8,Ion-A
SUV,2024,3041,57.7,180.3,Fusion-C
Coupe,1206,1817,39.0,103.8,Ion-B
SUV,1856,2777,69.4,213.1,Fusion-C
SUV,1870,2805,57.6,261.2,Fusion-C
Transport,2644,3956,97.9,345.5,Plasma-A
SUV,2075,3105,79.2,244.7,Fusion-C
Sedan,1601,2409,52.5,205.1,Fusion-B
Sedan,1600,2396,55.3,156.5,Fusion-B
Sedan,1546,2319,45.2,154.6,Fusion-B
Coupe,1343,2019,32.4,135.4,Ion-B
Sedan,1472,2203,39.9,176.5,Fusion-B
SUV,1957,2937,55.8,250.9,Fusion-C
Coupe,1379,2074,43.0,122.1,Ion-B
Micro,983,1482,32.3,83.8,Ion-A
Transport,2631,3946,100.5,346.7,Plasma-A
Micro,930,1391,23.4,108.3,Ion-A
SUV,2176,3257,67.0,189.0,Fusion-C
Micro,1086,1629,28.7,84.0,Ion-A
Coupe,1330,2003,39.4,132.8,Ion-B
SUV,1874,2808,67.0,191.4,Fusion-C
Micro,960,1444,27.4,100.8,Ion-A
Coupe,1221,1835,42.4,115.6,Ion-B
Micro,997,1503,26.0,101.7,Ion-A
Transport,2386,3569,76.6,323.7,Plasma-A
Sedan,1413,2111,50.1,182.5280644481887,Fusion-B
SUV,2195,3295,62.7,223.9,Fusion-C
Coupe,1295,1948,35.5,133.2,Ion-B
SUV,1862,2786,69.6,193.5,Fusion-C
Sedan,1535,2296,42.8,182.5280644481887,Fusion-B
SUV,1943,2916,60.8,205.4,Fusion-C
Transport,2645,3962,120.5,279.9,Plasma-A
SUV,2105,3149,77.7,231.4,Fusion-C
Transport,2482,3723,83.3,336.7,Plasma-A
Coupe,1388,2087,42.1,182.5280644481887,Ion-B
Coupe,1235,1861,37.6,103.4,Ion-B
Transport,2562,3840,84.9,236.5,Plasma-A
Micro,1090,1633,31.4,86.7,Ion-A
Micro,1055,1584,23.4,80.9,Ion-A
Micro,910,1375,25.2,107.2,Ion-A
Micro,912,1362,29.9,110.9,Ion-A
Coupe,1294,1941,31.4,135.6,Ion-B
Coupe,1242,1864,32.6,139.8,Ion-B
Micro,1050,1576,21.6,182.5280644481887,Ion-A
Coupe,1276,1922,43.7,146.6,Ion-B
Coupe,1298,1943,37.2,101.7,Ion-B
Sedan,1407,2110,40.4,188.2,Fusion-B
Micro,977,1469,25.3,79.0,Ion-A
Transport,2537,3815,97.7,276.3,Plasma-A
Sedan,1449,2170,48.1,182.5280644481887,Fusion-B
Micro,931,1399,24.8,108.6,Ion-A
Coupe,1292,1930,43.2,132.6,Ion-B
Sedan,1568,2357,56.2,156.6,Fusion-B
Micro,913,1379,21.3,93.2,Ion-A
Transport,2523,3788,97.7,257.6,Plasma-A
Sedan,1507,2265,56.7,160.2,Fusion-B
Coupe,1391,2088,32.2,116.3,Ion-B
Transport,2675,4004,97.6,285.4,Plasma-A
Sedan,1547,2313,47.9,172.1,Fusion-B
Coupe,1349,2021,42.1,95.7,Ion-B
Sedan,1402,2107,50.1,158.1,Fusion-B
Transport,2258,3386,84.8,272.6,Plasma-A
Transport,2392,3590,89.6,311.3,Plasma-A
Coupe,1214,1825,43.4,182.5280644481887,Ion-B
Sedan,1418,2122,45.7,148.7,Fusion-B
Transport,2581,3874,82.2,275.7,Plasma-A
Micro,1011,1510,31.4,106.4,Ion-A
Coupe,1324,1996,42.5,139.4,Ion-B
Coupe,1364,2047,33.7,116.6,Ion-B
Sedan,1559,2340,48.9,182.5280644481887,Fusion-B
Transport,2343,3516,84.5,337.1,Plasma-A
SUV,2167,3253,78.9,198.0,Fusion-C
Sedan,1595,2402,46.4,192.8,Fusion-B
SUV,2198,3304,55.8,190.1,Fusion-C
Coupe,1236,1851,42.1,111.6,Ion-B
Micro,1049,1569,24.6,110.2,Ion-A
Transport,2280,3413,98.4,350.3,Plasma-A
Coupe,1378,2067,38.4,124.6,Ion-B
Sedan,1555,2325,50.3,167.2,Fusion-B
SUV,2031,3056,67.0,253.0,Fusion-C
Coupe,1358,2046,29.7,127.7,Ion-B
Coupe,1249,1874,37.6,124.0,Ion-B
Micro,1012,1513,34.4,100.6,Ion-A
Micro,1071,1600,27.4,182.5280644481887,Ion-A
Transport,2582,3880,116.0,332.0,Plasma-A
Transport,2306,3450,78.5,182.5280644481887,Plasma-A
Coupe,1359,2036,37.6,133.0,Ion-B
Transport,2381,3562,109.3,286.4,Plasma-A
Transport,2440,3657,114.2,329.3,Plasma-A
Micro,988,1477,31.5,123.2,Ion-A
SUV,2199,3300,67.0,227.0,Fusion-C
Sedan,1538,2306,46.0,184.5,Fusion-B
Transport,2374,3570,114.8,280.9,Plasma-A
Transport,2620,3937,97.7,292.3,Plasma-A
Coupe,1370,2054,33.8,130.7,Ion-B
SUV,2034,3059,64.2,246.2,Fusion-C
Coupe,1251,1871,42.1,136.1,Ion-B
Micro,955,1424,30.2,104.4,Ion-A
Sedan,1534,2304,42.1,132.8,Fusion-B
Sedan,1469,2206,59.5,161.0,Fusion-B
Transport,2286,3419,115.1,347.1,Plasma-A
Sedan,1536,2304,43.0,193.9,Fusion-B
Sedan,1429,2151,61.0,192.7,Fusion-B
Transport,2703,4045,78.6,317.9,Plasma-A
Transport,2374,3561,117.9,247.6,Plasma-A
Transport,2791,4194,102.6,299.6,Plasma-A
Micro,926,1381,23.4,100.2,Ion-A
Transport,2630,3945,91.0,273.5,Plasma-A
Coupe,1269,1896,34.2,182.5280644481887,Ion-B
Transport,2686,4023,97.7,307.7,Plasma-A
Micro,1045,1570,29.8,111.1,Ion-A
Transport,2594,3887,119.7,288.4,Plasma-A
Coupe,1244,1874,34.0,147.4,Ion-B
Transport,2774,4169,99.6,297.9,Plasma-A
Transport,2604,3913,83.2,308.0,Plasma-A
SUV,1995,2990,71.9,177.8,Fusion-C
Transport,2764,4150,116.8,362.8,Plasma-A
SUV,1820,2728,67.0,219.7,Fusion-C
Sedan,1548,2317,50.1,180.8,Fusion-B
