car_type,car_model,engine_class,chassis_weight_kg,moment_of_inertia,engine_weight_kg,thruster_weight_kg,fuel_weight_kg,starting_fuel_kWh,fuel_type,energy_density_MJ_per_kg,mass_density_kg_per_L,total_thrust_kN,thrust_rear_kN,thrust_front_kN,thrust_side_kN,FOV_Threat_Count,Min_Distance_In_FOV,FOV_Density,FOV_Front_Cone_Threat_Count,Angle_Weighted_Density,Threats_Left_Sector,Threats_Right_Sector,Average_Threat_Angle_Offset,heading_deg,previous_heading_deg,test_id,test_date,assigned_by,mission_type,crew_status,navigation_mode,origin_station,destination_station,car_color,last_telemetry_message,ship_serial_number
SUV,Vortex R7,Fusion-B,1250,1.5,256,195,184,154.6,PlasmaCell,6.7,1.3,72.0,43.2,21.6,7.2,7,4.31,0.82,2,0.8,5,3,7.1,308,92,CASE-9173-N,4025-03-16,Zara Strix,commute,automated,auto,Cerebra Ring,Thalos Crossing,DeepSkyBlue,Re-routing due to unstable path.,CXS-9937-HF
SUV,Vortex R7,Ion-A,1250,1.5,291,146,183,232.2,IonGel,5.2,1.1,52.3,31.4,15.7,5.2,5,6.53,0.49,5,0.98,0,0,60.4,207,186,CASE-6755-A,4025-08-02,Commander Yulo,commute,automated,auto,Cerebra Ring,Orryx Haven,Fuchsia,Re-routing due to unstable path.,CXS-9406-XK
Micro,Nimbus X1,Fusion-B,700,0.8,163,90,136,269.7,IonGel,5.2,1.1,67.1,40.3,20.1,6.7,5,4.26,0.95,0,0.61,5,3,85.4,190,227,CASE-4065-I,4025-04-25,Marshal Keir,commute,automated,auto,Thalos Crossing,Lunaris Port,DimGray,Power levels nominal. Adjusting trajectory.,CXS-2259-ZW
Micro,Nimbus X1,Ion-A,700,0.8,128,113,201,162.9,FusionCore,8.4,1.6,51.1,30.7,15.3,5.1,8,2.06,0.8,5,0.45,4,2,62.5,251,102,CASE-6267-B,4025-09-13,Marshal Keir,commute,automated,auto,Vega Spire,Lunaris Port,SeaShell,Clear path confirmed. Continuing cruise.,CXS-3009-HG
Sedan,Stratos M2,Fusion-B,950,1.2,189,128,282,189.0,IonGel,5.2,1.1,43.5,26.1,13.0,4.4,2,8.14,0.56,0,0.99,1,1,71.1,13,184,CASE-5728-J,4025-03-23,Axel Orov,commute,automated,auto,Helion Hub,Vega Spire,Khaki,Re-routing due to unstable path.,CXS-7044-HA
SUV,Vortex R7,Plasma-A,1250,1.5,320,148,122,113.1,PlasmaCell,6.7,1.3,55.9,33.5,16.8,5.6,5,6.78,0.5,5,0.52,1,4,57.6,93,66,CASE-3164-M,4025-02-05,Zara Strix,commute,automated,auto,Thalos Crossing,Cerebra Ring,MediumPurple,Minor vibration detected. Monitoring systems.,CXS-8088-IC
Micro,Nimbus X1,Fusion-B,700,0.8,178,83,232,130.6,IonGel,5.2,1.1,46.6,28.0,14.0,4.7,1,3.26,0.67,4,0.27,5,2,55.3,47,257,CASE-5753-U,4025-05-28,Captain Kael,commute,automated,auto,Helion Hub,Cryon Reach,Teal,Minor vibration detected. Monitoring systems.,CXS-3762-MV
Micro,Nimbus X1,Plasma-A,700,0.8,180,117,143,231.7,IonGel,5.2,1.1,68.8,41.3,20.6,6.9,4,6.86,0.79,3,0.62,0,3,80.0,279,148,CASE-5425-A,4025-01-21,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,DarkOrange,Power levels nominal. Adjusting trajectory.,CXS-5949-IF
SUV,Vortex R7,Plasma-A,1250,1.5,281,191,203,159.5,PlasmaCell,6.7,1.3,42.9,25.7,12.9,4.3,3,4.06,0.23,5,0.32,2,3,11.8,189,263,CASE-4349-B,4025-08-15,Commander Yulo,commute,automated,auto,Lunaris Port,Orryx Haven,DarkMagenta,Clear path confirmed. Continuing cruise.,CXS-2739-TN
SUV,Vortex R7,Fusion-B,1250,1.5,280,169,168,189.9,IonGel,5.2,1.1,45.6,27.4,13.7,4.6,2,8.32,0.94,5,0.31,1,3,89.6,239,255,CASE-5139-N,4025-07-08,Zara Strix,commute,automated,auto,Lunaris Port,Zenthar Relay,Teal,Minor vibration detected. Monitoring systems.,CXS-6055-DM
SUV,Vortex R7,Plasma-A,1250,1.5,252,145,229,191.4,FusionCore,8.4,1.6,49.6,29.8,14.9,5.0,7,3.57,0.11,0,0.43,2,5,32.9,206,187,CASE-3114-I,4025-08-20,Dr. Calix Renner,commute,automated,auto,Helion Hub,Lunaris Port,Brown,Re-routing due to unstable path.,CXS-1741-WN
SUV,Vortex R7,Ion-A,1250,1.5,256,176,149,172.5,PlasmaCell,6.7,1.3,51.5,30.9,15.4,5.2,1,2.16,0.19,2,0.79,2,4,84.5,73,101,CASE-8518-Z,4025-11-20,Axel Orov,commute,automated,auto,Cerebra Ring,Thalos Crossing,WhiteSmoke,Minor vibration detected. Monitoring systems.,CXS-9341-VX
SUV,Vortex R7,Plasma-A,1250,1.5,314,142,109,127.4,IonGel,5.2,1.1,53.3,32.0,16.0,5.3,2,4.54,0.65,2,0.59,4,4,47.9,288,153,CASE-3228-L,4025-10-11,Marshal Keir,commute,automated,auto,Thalos Crossing,Orryx Haven,Plum,Re-routing due to unstable path.,CXS-8780-CV
Sedan,Stratos M2,Fusion-B,950,1.2,227,121,128,296.0,PlasmaCell,6.7,1.3,63.3,38.0,19.0,6.3,0,6.25,0.25,5,0.72,3,1,73.9,124,16,CASE-5143-V,4025-10-08,Axel Orov,commute,automated,auto,Lunaris Port,Thalos Crossing,DarkRed,Minor vibration detected. Monitoring systems.,CXS-2800-XJ
Sedan,Stratos M2,Plasma-A,950,1.2,182,128,207,130.3,FusionCore,8.4,1.6,67.6,40.6,20.3,6.8,8,3.93,0.7,4,0.38,1,3,82.1,175,279,CASE-5067-V,4025-09-07,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Thalos Crossing,PaleTurquoise,Fuel low. Navigating around debris.,CXS-6804-KM
Micro,Nimbus X1,Plasma-A,700,0.8,169,96,223,138.5,PlasmaCell,6.7,1.3,49.9,29.9,15.0,5.0,7,3.85,0.41,5,0.27,0,4,60.9,194,202,CASE-4844-R,4025-12-07,Axel Orov,commute,automated,auto,Zenthar Relay,Cryon Reach,DarkSalmon,Re-routing due to unstable path.,CXS-6654-GN
Sedan,Stratos M2,Plasma-A,950,1.2,217,102,282,115.8,FusionCore,8.4,1.6,77.0,46.2,23.1,7.7,8,7.27,0.22,4,0.74,1,1,4.6,271,115,CASE-6211-V,4025-09-09,Tamsin Ryx,commute,automated,auto,Zenthar Relay,Thalos Crossing,ForestGreen,Fuel low. Navigating around debris.,CXS-4814-TS
Sedan,Stratos M2,Fusion-B,950,1.2,192,126,283,194.5,FusionCore,8.4,1.6,67.2,40.3,20.2,6.7,7,6.85,0.78,2,0.32,5,0,81.7,45,333,CASE-6653-R,4025-11-16,Marshal Keir,commute,automated,auto,Orryx Haven,Lunaris Port,AliceBlue,Clear path confirmed. Continuing cruise.,CXS-4804-JJ
Micro,Nimbus X1,Ion-A,700,0.8,167,82,206,276.4,IonGel,5.2,1.1,47.0,28.2,14.1,4.7,4,8.89,0.11,4,0.6,2,2,40.9,328,278,CASE-7043-Z,4025-12-28,Commander Yulo,commute,automated,auto,Lunaris Port,Cerebra Ring,MediumBlue,Fuel low. Navigating around debris.,CXS-9590-OO
SUV,Vortex R7,Fusion-B,1250,1.5,267,194,219,154.6,PlasmaCell,6.7,1.3,72.4,43.4,21.7,7.2,0,7.63,0.81,4,0.67,1,1,55.0,327,207,CASE-3501-Q,4025-12-06,Commander Yulo,commute,automated,auto,Helion Hub,Orryx Haven,Sienna,Re-routing due to unstable path.,CXS-8007-ZZ
Micro,Nimbus X1,Plasma-A,700,0.8,140,85,271,119.1,FusionCore,8.4,1.6,79.3,47.6,23.8,7.9,3,5.02,0.34,2,0.3,5,4,1.0,334,184,CASE-2780-V,4025-05-13,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Helion Hub,DarkBlue,Power levels nominal. Adjusting trajectory.,CXS-4871-JQ
Sedan,Stratos M2,Plasma-A,950,1.2,195,129,140,181.1,FusionCore,8.4,1.6,60.1,36.1,18.0,6.0,3,9.62,0.53,3,0.75,4,2,37.4,281,241,CASE-5491-C,4025-10-08,Axel Orov,commute,automated,auto,Zenthar Relay,Vega Spire,LavenderBlush,Re-routing due to unstable path.,CXS-9806-VJ
Micro,Nimbus X1,Ion-A,700,0.8,172,93,274,250.9,IonGel,5.2,1.1,74.9,44.9,22.5,7.5,0,8.46,0.91,1,0.57,1,1,29.5,266,226,CASE-3262-E,4025-10-04,Captain Kael,commute,automated,auto,Vega Spire,Thalos Crossing,Bisque,Power levels nominal. Adjusting trajectory.,CXS-2904-BH
Micro,Nimbus X1,Fusion-B,700,0.8,133,117,123,279.8,FusionCore,8.4,1.6,57.8,34.7,17.3,5.8,0,6.03,0.71,2,0.72,3,2,73.5,111,296,CASE-1193-O,4025-07-15,Marshal Keir,commute,automated,auto,Lunaris Port,Thalos Crossing,PapayaWhip,Minor vibration detected. Monitoring systems.,CXS-2196-US
Sedan,Stratos M2,Ion-A,950,1.2,234,122,116,208.2,PlasmaCell,6.7,1.3,42.4,25.4,12.7,4.2,2,7.89,0.98,5,0.96,2,3,40.4,193,192,CASE-6291-P,4025-07-06,Dr. Calix Renner,commute,automated,auto,Vega Spire,Thalos Crossing,PaleGoldenRod,Re-routing due to unstable path.,CXS-2314-HE
Micro,Nimbus X1,Plasma-A,700,0.8,162,114,267,272.1,IonGel,5.2,1.1,44.7,26.8,13.4,4.5,7,7.06,0.59,4,0.38,1,1,41.5,79,141,CASE-90-Y,4025-01-10,Tamsin Ryx,commute,automated,auto,Cerebra Ring,Orryx Haven,DarkMagenta,Power levels nominal. Adjusting trajectory.,CXS-4088-YN
Micro,Nimbus X1,Ion-A,700,0.8,168,87,269,183.8,IonGel,5.2,1.1,70.6,42.4,21.2,7.1,0,5.02,0.7,0,0.24,0,3,39.5,276,111,CASE-2881-Z,4025-02-20,Tamsin Ryx,commute,automated,auto,Lunaris Port,Cryon Reach,Tomato,Power levels nominal. Adjusting trajectory.,CXS-1924-OB
Sedan,Stratos M2,Plasma-A,950,1.2,244,118,287,215.2,IonGel,5.2,1.1,63.1,37.9,18.9,6.3,3,4.72,0.35,4,0.95,5,1,56.3,218,284,CASE-4082-D,4025-11-17,Axel Orov,commute,automated,auto,Helion Hub,Cryon Reach,SaddleBrown,Fuel low. Navigating around debris.,CXS-9120-EZ
Sedan,Stratos M2,Fusion-B,950,1.2,224,141,197,257.2,PlasmaCell,6.7,1.3,52.7,31.6,15.8,5.3,8,5.26,0.86,2,0.86,1,3,82.3,287,211,CASE-8702-R,4025-03-25,Axel Orov,commute,automated,auto,Cerebra Ring,Orryx Haven,MediumAquaMarine,Clear path confirmed. Continuing cruise.,CXS-7824-YO
Micro,Nimbus X1,Plasma-A,700,0.8,153,88,162,151.0,FusionCore,8.4,1.6,53.2,31.9,16.0,5.3,3,1.46,0.44,4,0.6,0,1,72.4,300,343,CASE-8270-N,4025-09-24,Captain Kael,commute,automated,auto,Vega Spire,Thalos Crossing,RosyBrown,Power levels nominal. Adjusting trajectory.,CXS-4555-FX
SUV,Vortex R7,Fusion-B,1250,1.5,276,195,177,291.4,FusionCore,8.4,1.6,40.6,24.4,12.2,4.1,3,4.57,0.32,2,0.78,3,3,48.0,183,157,CASE-7373-I,4025-12-20,Commander Yulo,commute,automated,auto,Cryon Reach,Vega Spire,LightBlue,Fuel low. Navigating around debris.,CXS-5285-UI
SUV,Vortex R7,Plasma-A,1250,1.5,315,196,219,119.7,FusionCore,8.4,1.6,79.3,47.6,23.8,7.9,0,6.06,0.3,1,0.02,4,4,52.1,213,151,CASE-7939-U,4025-06-14,Tamsin Ryx,commute,automated,auto,Thalos Crossing,Helion Hub,LawnGreen,Re-routing due to unstable path.,CXS-3497-IO
Sedan,Stratos M2,Ion-A,950,1.2,222,114,245,266.7,FusionCore,8.4,1.6,60.0,36.0,18.0,6.0,5,2.52,0.75,3,0.18,4,5,86.2,268,17,CASE-4681-H,4025-08-06,Commander Yulo,commute,automated,auto,Helion Hub,Zenthar Relay,LightPink,Clear path confirmed. Continuing cruise.,CXS-2217-KK
Micro,Nimbus X1,Plasma-A,700,0.8,123,80,135,268.5,FusionCore,8.4,1.6,49.3,29.6,14.8,4.9,0,6.56,0.7,4,0.91,5,3,1.4,272,282,CASE-1320-E,4025-08-12,Tamsin Ryx,commute,automated,auto,Orryx Haven,Lunaris Port,DeepPink,Minor vibration detected. Monitoring systems.,CXS-7739-HM
Sedan,Stratos M2,Plasma-A,950,1.2,182,133,170,207.1,PlasmaCell,6.7,1.3,51.5,30.9,15.4,5.2,3,2.73,0.57,2,0.27,3,0,33.6,207,235,CASE-2503-W,4025-09-05,Elia Vorn,commute,automated,auto,Cerebra Ring,Orryx Haven,HotPink,Power levels nominal. Adjusting trajectory.,CXS-4984-CN
Micro,Nimbus X1,Fusion-B,700,0.8,134,99,120,230.7,PlasmaCell,6.7,1.3,74.3,44.6,22.3,7.4,7,1.51,0.11,1,0.08,3,5,70.6,289,48,CASE-5421-R,4025-07-18,Zara Strix,commute,automated,auto,Lunaris Port,Vega Spire,SeaGreen,Clear path confirmed. Continuing cruise.,CXS-9653-NB
Sedan,Stratos M2,Ion-A,950,1.2,209,113,245,195.1,PlasmaCell,6.7,1.3,41.9,25.1,12.6,4.2,3,6.28,0.78,5,0.82,0,2,14.6,123,290,CASE-6883-M,4025-06-01,Dr. Calix Renner,commute,automated,auto,Vega Spire,Zenthar Relay,Beige,Fuel low. Navigating around debris.,CXS-7375-YS
Micro,Nimbus X1,Fusion-B,700,0.8,177,114,198,251.1,FusionCore,8.4,1.6,45.6,27.4,13.7,4.6,1,4.07,0.79,4,0.4,2,0,57.1,230,251,CASE-7814-A,4025-07-08,Dr. Calix Renner,commute,automated,auto,Vega Spire,Helion Hub,MidnightBlue,Power levels nominal. Adjusting trajectory.,CXS-4737-JY
SUV,Vortex R7,Fusion-B,1250,1.5,320,200,210,137.1,FusionCore,8.4,1.6,63.4,38.0,19.0,6.3,1,3.41,0.44,5,0.15,3,2,32.5,46,2,CASE-6865-R,4025-12-03,Axel Orov,commute,automated,auto,Cerebra Ring,Vega Spire,YellowGreen,Fuel low. Navigating around debris.,CXS-6050-ZT
SUV,Vortex R7,Ion-A,1250,1.5,296,188,126,126.5,FusionCore,8.4,1.6,47.5,28.5,14.2,4.8,8,1.84,0.64,2,0.86,0,2,37.2,43,286,CASE-7999-H,4025-02-12,Elia Vorn,commute,automated,auto,Thalos Crossing,Cerebra Ring,LightPink,Power levels nominal. Adjusting trajectory.,CXS-4977-NP
Micro,Nimbus X1,Ion-A,700,0.8,153,90,197,133.9,PlasmaCell,6.7,1.3,50.8,30.5,15.2,5.1,4,4.79,0.54,0,0.36,1,5,56.3,304,315,CASE-6371-K,4025-03-14,Marshal Keir,commute,automated,auto,Zenthar Relay,Thalos Crossing,PaleGreen,Power levels nominal. Adjusting trajectory.,CXS-4203-XF
SUV,Vortex R7,Fusion-B,1250,1.5,263,148,101,289.8,FusionCore,8.4,1.6,53.3,32.0,16.0,5.3,2,3.7,0.64,5,0.2,2,1,86.8,163,149,CASE-2091-T,4025-07-27,Commander Yulo,commute,automated,auto,Cerebra Ring,Helion Hub,White,Re-routing due to unstable path.,CXS-9044-AM
Micro,Nimbus X1,Plasma-A,700,0.8,170,95,196,156.1,FusionCore,8.4,1.6,71.4,42.8,21.4,7.1,8,1.24,0.75,5,0.21,2,5,6.2,209,344,CASE-9246-V,4025-09-06,Tamsin Ryx,commute,automated,auto,Helion Hub,Vega Spire,Bisque,Minor vibration detected. Monitoring systems.,CXS-9180-CU
Sedan,Stratos M2,Fusion-B,950,1.2,218,115,268,130.8,FusionCore,8.4,1.6,56.9,34.1,17.1,5.7,6,5.81,0.93,5,0.42,0,2,63.1,274,304,CASE-2223-O,4025-08-19,Commander Yulo,commute,automated,auto,Cerebra Ring,Vega Spire,Gainsboro,Minor vibration detected. Monitoring systems.,CXS-2392-BI
Sedan,Stratos M2,Fusion-B,950,1.2,211,142,190,133.3,PlasmaCell,6.7,1.3,64.5,38.7,19.3,6.5,4,3.0,0.77,4,0.58,4,1,40.1,200,237,CASE-5363-G,4025-01-04,Zara Strix,commute,automated,auto,Cerebra Ring,Helion Hub,SaddleBrown,Power levels nominal. Adjusting trajectory.,CXS-9199-KK
Sedan,Stratos M2,Fusion-B,950,1.2,224,101,126,159.1,FusionCore,8.4,1.6,76.8,46.1,23.0,7.7,3,5.69,0.41,0,0.44,5,3,28.7,153,22,CASE-4558-Y,4025-06-15,Captain Kael,commute,automated,auto,Vega Spire,Orryx Haven,PeachPuff,Re-routing due to unstable path.,CXS-2885-IC
Sedan,Stratos M2,Fusion-B,950,1.2,223,141,273,260.0,IonGel,5.2,1.1,77.2,46.3,23.2,7.7,7,3.09,0.46,1,0.19,5,3,35.6,314,101,CASE-317-X,4025-09-14,Marshal Keir,commute,automated,auto,Cryon Reach,Orryx Haven,Yellow,Re-routing due to unstable path.,CXS-8365-BL
Micro,Nimbus X1,Ion-A,700,0.8,147,104,280,143.0,IonGel,5.2,1.1,51.1,30.7,15.3,5.1,1,3.36,0.88,4,0.97,2,4,35.0,200,300,CASE-1124-Y,4025-04-15,Captain Kael,commute,automated,auto,Vega Spire,Orryx Haven,BlueViolet,Re-routing due to unstable path.,CXS-2871-YA
SUV,Vortex R7,Ion-A,1250,1.5,295,194,258,134.5,FusionCore,8.4,1.6,66.9,40.1,20.1,6.7,4,2.05,0.44,1,0.51,3,4,12.4,196,216,CASE-3266-A,4025-02-08,Marshal Keir,commute,automated,auto,Zenthar Relay,Vega Spire,DeepSkyBlue,Re-routing due to unstable path.,CXS-4043-HE
SUV,Vortex R7,Fusion-B,1250,1.5,331,174,265,286.1,PlasmaCell,6.7,1.3,46.9,28.1,14.1,4.7,7,6.57,0.88,0,0.48,1,3,86.7,258,334,CASE-1874-S,4025-03-11,Axel Orov,commute,automated,auto,Orryx Haven,Thalos Crossing,IndianRed,Fuel low. Navigating around debris.,CXS-9109-OW
SUV,Vortex R7,Fusion-B,1250,1.5,337,171,281,268.0,FusionCore,8.4,1.6,59.5,35.7,17.8,6.0,3,5.84,0.25,3,0.57,3,4,46.0,293,58,CASE-6043-F,4025-01-09,Tamsin Ryx,commute,automated,auto,Vega Spire,Lunaris Port,DarkOrange,Re-routing due to unstable path.,CXS-5389-YF
Micro,Nimbus X1,Fusion-B,700,0.8,172,103,293,108.3,PlasmaCell,6.7,1.3,68.8,41.3,20.6,6.9,0,5.05,0.41,0,0.44,0,1,18.9,301,352,CASE-1771-S,4025-05-28,Elia Vorn,commute,automated,auto,Cryon Reach,Cerebra Ring,Bisque,Fuel low. Navigating around debris.,CXS-6744-JS
Micro,Nimbus X1,Plasma-A,700,0.8,159,120,142,223.2,FusionCore,8.4,1.6,71.4,42.8,21.4,7.1,8,2.52,0.98,2,0.29,2,4,88.7,347,48,CASE-6149-M,4025-05-20,Captain Kael,commute,automated,auto,Cryon Reach,Lunaris Port,Gray,Minor vibration detected. Monitoring systems.,CXS-3221-CS
SUV,Vortex R7,Plasma-A,1250,1.5,257,157,132,240.3,PlasmaCell,6.7,1.3,45.3,27.2,13.6,4.5,4,6.65,0.44,0,0.63,0,3,46.4,142,355,CASE-3978-D,4025-08-05,Tamsin Ryx,commute,automated,auto,Orryx Haven,Helion Hub,LimeGreen,Clear path confirmed. Continuing cruise.,CXS-7046-VT
SUV,Vortex R7,Ion-A,1250,1.5,312,160,100,273.8,PlasmaCell,6.7,1.3,73.9,44.3,22.2,7.4,3,9.71,0.84,3,0.27,2,2,49.3,66,289,CASE-9272-Z,4025-09-13,Captain Kael,commute,automated,auto,Vega Spire,Thalos Crossing,BlueViolet,Power levels nominal. Adjusting trajectory.,CXS-8951-LR
SUV,Vortex R7,Fusion-B,1250,1.5,337,188,111,119.9,IonGel,5.2,1.1,71.4,42.8,21.4,7.1,0,9.93,0.49,5,0.91,5,2,14.3,140,47,CASE-6071-C,4025-08-15,Elia Vorn,commute,automated,auto,Thalos Crossing,Lunaris Port,Tan,Fuel low. Navigating around debris.,CXS-6905-UK
SUV,Vortex R7,Ion-A,1250,1.5,260,163,266,133.1,PlasmaCell,6.7,1.3,55.9,33.5,16.8,5.6,0,2.92,0.17,4,0.23,5,3,0.8,356,175,CASE-6882-P,4025-12-04,Zara Strix,commute,automated,auto,Zenthar Relay,Cryon Reach,DarkMagenta,Power levels nominal. Adjusting trajectory.,CXS-2975-NL
SUV,Vortex R7,Plasma-A,1250,1.5,338,148,118,145.8,FusionCore,8.4,1.6,43.6,26.2,13.1,4.4,2,6.77,0.71,0,0.53,0,4,58.5,225,179,CASE-7532-W,4025-03-13,Captain Kael,commute,automated,auto,Vega Spire,Helion Hub,DeepSkyBlue,Re-routing due to unstable path.,CXS-4490-NF
Micro,Nimbus X1,Plasma-A,700,0.8,167,89,257,237.3,FusionCore,8.4,1.6,74.4,44.6,22.3,7.4,5,9.67,0.38,1,0.25,5,0,22.3,307,307,CASE-8548-U,4025-12-13,Elia Vorn,commute,automated,auto,Vega Spire,Orryx Haven,LightPink,Minor vibration detected. Monitoring systems.,CXS-5668-TZ
Micro,Nimbus X1,Plasma-A,700,0.8,121,99,232,221.4,IonGel,5.2,1.1,47.5,28.5,14.2,4.8,1,3.17,0.67,0,0.53,0,2,84.1,67,198,CASE-7921-O,4025-08-13,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Zenthar Relay,PowderBlue,Fuel low. Navigating around debris.,CXS-7895-XS
SUV,Vortex R7,Fusion-B,1250,1.5,319,183,295,194.2,IonGel,5.2,1.1,79.5,47.7,23.8,8.0,0,9.3,0.95,3,0.51,5,5,45.1,212,216,CASE-5280-H,4025-05-07,Elia Vorn,commute,automated,auto,Vega Spire,Lunaris Port,DarkCyan,Power levels nominal. Adjusting trajectory.,CXS-7590-IO
Sedan,Stratos M2,Ion-A,950,1.2,248,134,139,155.5,PlasmaCell,6.7,1.3,52.4,31.4,15.7,5.2,1,3.79,0.49,1,0.06,0,3,10.4,313,311,CASE-7613-S,4025-10-21,Captain Kael,commute,automated,auto,Cryon Reach,Orryx Haven,Olive,Clear path confirmed. Continuing cruise.,CXS-1901-KA
SUV,Vortex R7,Fusion-B,1250,1.5,335,187,289,135.1,PlasmaCell,6.7,1.3,40.5,24.3,12.2,4.0,8,8.05,0.75,1,0.37,5,2,66.0,60,15,CASE-5325-F,4025-06-17,Marshal Keir,commute,automated,auto,Orryx Haven,Lunaris Port,SlateBlue,Clear path confirmed. Continuing cruise.,CXS-6488-GL
SUV,Vortex R7,Fusion-B,1250,1.5,284,173,167,242.5,IonGel,5.2,1.1,63.1,37.9,18.9,6.3,7,8.73,0.25,1,0.26,0,4,60.7,59,116,CASE-5576-I,4025-06-02,Commander Yulo,commute,automated,auto,Vega Spire,Thalos Crossing,LightSalmon,Minor vibration detected. Monitoring systems.,CXS-9336-RA
Sedan,Stratos M2,Plasma-A,950,1.2,185,100,111,194.4,IonGel,5.2,1.1,55.3,33.2,16.6,5.5,6,9.24,0.39,0,0.57,0,4,60.6,26,91,CASE-3130-C,4025-06-08,Zara Strix,commute,automated,auto,Orryx Haven,Lunaris Port,LawnGreen,Fuel low. Navigating around debris.,CXS-4656-XN
Micro,Nimbus X1,Fusion-B,700,0.8,122,105,219,273.2,IonGel,5.2,1.1,70.9,42.5,21.3,7.1,5,2.81,0.61,2,0.74,1,3,33.1,252,100,CASE-9096-Y,4025-08-01,Elia Vorn,commute,automated,auto,Zenthar Relay,Helion Hub,LawnGreen,Minor vibration detected. Monitoring systems.,CXS-9954-WP
Sedan,Stratos M2,Plasma-A,950,1.2,199,100,106,146.6,FusionCore,8.4,1.6,53.9,32.3,16.2,5.4,4,1.94,0.58,1,0.42,0,1,64.0,47,22,CASE-8041-O,4025-12-24,Dr. Calix Renner,commute,automated,auto,Lunaris Port,Helion Hub,Azure,Clear path confirmed. Continuing cruise.,CXS-4792-CJ
Micro,Nimbus X1,Ion-A,700,0.8,146,103,291,117.0,FusionCore,8.4,1.6,43.8,26.3,13.1,4.4,6,6.96,0.22,2,0.26,2,3,63.1,167,162,CASE-6625-W,4025-10-02,Elia Vorn,commute,automated,auto,Orryx Haven,Cerebra Ring,LemonChiffon,Minor vibration detected. Monitoring systems.,CXS-8417-JV
SUV,Vortex R7,Plasma-A,1250,1.5,279,144,134,256.0,IonGel,5.2,1.1,63.4,38.0,19.0,6.3,6,2.09,0.42,1,0.45,3,2,76.7,46,80,CASE-6046-P,4025-08-11,Marshal Keir,commute,automated,auto,Orryx Haven,Vega Spire,Wheat,Clear path confirmed. Continuing cruise.,CXS-5984-LN
Micro,Nimbus X1,Plasma-A,700,0.8,164,118,155,267.2,IonGel,5.2,1.1,53.1,31.9,15.9,5.3,4,3.34,0.99,0,0.95,3,4,67.3,127,48,CASE-9017-K,4025-09-02,Captain Kael,commute,automated,auto,Vega Spire,Cryon Reach,MidnightBlue,Clear path confirmed. Continuing cruise.,CXS-8570-WO
Sedan,Stratos M2,Fusion-B,950,1.2,197,107,115,266.1,IonGel,5.2,1.1,79.3,47.6,23.8,7.9,1,6.24,0.33,0,0.02,0,1,81.2,227,65,CASE-5023-I,4025-11-21,Zara Strix,commute,automated,auto,Orryx Haven,Cryon Reach,Lavender,Re-routing due to unstable path.,CXS-2506-DX
SUV,Vortex R7,Ion-A,1250,1.5,265,142,112,133.6,FusionCore,8.4,1.6,63.0,37.8,18.9,6.3,2,4.19,0.92,2,0.28,1,0,55.3,315,125,CASE-5169-D,4025-11-14,Dr. Calix Renner,commute,automated,auto,Cerebra Ring,Thalos Crossing,WhiteSmoke,Clear path confirmed. Continuing cruise.,CXS-5835-YW
SUV,Vortex R7,Ion-A,1250,1.5,302,196,222,112.2,PlasmaCell,6.7,1.3,51.2,30.7,15.4,5.1,8,8.15,0.99,5,0.36,4,3,31.0,289,257,CASE-3138-G,4025-04-21,Tamsin Ryx,commute,automated,auto,Orryx Haven,Cerebra Ring,SkyBlue,Minor vibration detected. Monitoring systems.,CXS-6269-IX
SUV,Vortex R7,Plasma-A,1250,1.5,284,151,181,219.4,IonGel,5.2,1.1,41.2,24.7,12.4,4.1,3,9.77,0.19,5,0.24,4,5,5.0,112,294,CASE-8595-T,4025-06-25,Commander Yulo,commute,automated,auto,Zenthar Relay,Lunaris Port,LightSkyBlue,Minor vibration detected. Monitoring systems.,CXS-7363-DG
SUV,Vortex R7,Fusion-B,1250,1.5,272,151,251,163.6,IonGel,5.2,1.1,69.5,41.7,20.8,7.0,3,8.53,0.83,3,0.54,1,3,3.4,28,119,CASE-3727-L,4025-10-05,Captain Kael,commute,automated,auto,Helion Hub,Lunaris Port,Fuchsia,Minor vibration detected. Monitoring systems.,CXS-4584-JA
Sedan,Stratos M2,Plasma-A,950,1.2,247,130,184,283.6,IonGel,5.2,1.1,48.1,28.9,14.4,4.8,2,6.28,0.93,0,0.85,2,0,33.6,339,202,CASE-8751-E,4025-01-01,Marshal Keir,commute,automated,auto,Orryx Haven,Helion Hub,LightSalmon,Re-routing due to unstable path.,CXS-2655-BB
SUV,Vortex R7,Plasma-A,1250,1.5,288,160,140,246.5,IonGel,5.2,1.1,57.5,34.5,17.2,5.8,5,3.01,0.63,1,0.38,5,5,26.5,90,0,CASE-4786-W,4025-12-20,Marshal Keir,commute,automated,auto,Thalos Crossing,Helion Hub,DarkSalmon,Minor vibration detected. Monitoring systems.,CXS-7415-UY
